source,dataset,seed,stress,model,params,calibration_abs_bias,calibration_enabled,mse,mae,latency_p50_ms,latency_p95_ms,latency_mean_ms,capacity_under_rate,capacity_over_rate,capacity_mean_under,capacity_mean_over,capacity_cost,max_memory_mb
salesforce_borg,salesforce_borg_256x2048,42,delayed_12,race_dlinear,4672,0.0485124327242374,1.0,0.0372200235724449,0.1029197052121162,0.3735634381882846,0.3969564626459032,0.3764538530958816,0.3773068239933247,0.6226851851851852,0.0300026889890432,0.2006100863218307,0.1561832875013351,18
salesforce_borg,salesforce_borg_256x2048,42,delayed_12,patchtst,126232,0.0,0.0,0.0397899523377418,0.1109559759497642,0.6650720606558025,0.6821790069807321,0.6702227459754795,0.3045491326173557,0.6954449794089147,0.0208768285810947,0.2938257753849029,0.1763661503791809,37
salesforce_borg,salesforce_borg_256x2048,42,level_shift,dlinear,2336,0.0,0.0,0.0247625913470983,0.08690145611763,0.1427794923074543,0.1588989631272852,0.1452002179576084,0.1822290018034022,0.8177676336401809,0.0152441561222076,0.2430952936410904,0.1439576148986816,17
salesforce_borg,salesforce_borg_256x2048,42,level_shift,race_dlinear,4672,0.0312635488808155,1.0,0.024932237342,0.0847066342830658,0.3687089774757623,0.3932889609131961,0.373441309784539,0.296604153208441,0.7033895382482773,0.0177460964769125,0.2191826105117797,0.1375546902418136,18
salesforce_borg,salesforce_borg_256x2048,42,level_shift,patchtst,126232,0.0,0.0,0.0268286764621734,0.0962264835834503,0.665197498165071,0.7038205105345692,0.6755051435902715,0.108329884663006,0.8916696947674418,0.018854733556509,0.240016832947731,0.1530589610338211,37
salesforce_borg,salesforce_borg_256x2048,2024,clean,race_dlinear,4672,0.0179408099502325,1.0,0.0256249215453863,0.0881087854504585,0.377608579583466,0.3994090599007904,0.3802100545726716,0.2107709544573643,0.7892256809862188,0.019163142889738,0.2149127572774887,0.1392693668603897,18
salesforce_borg,salesforce_borg_256x2048,2024,clean,dlinear,2336,0.0,0.0,0.0258092042058706,0.0887758657336235,0.1457594917155802,0.1601105090230703,0.1476961799198761,0.1398730216408268,0.8601257166505168,0.0149041786789894,0.2555451691150665,0.1501933187246322,17
salesforce_borg,salesforce_borg_256x2048,2024,clean,patchtst,126232,0.0,0.0,0.0292122811079025,0.0975655540823936,0.6701369420625269,0.7164460315834728,0.6823726784205064,0.3233048523632644,0.6766871568152455,0.0149124627932906,0.2898121774196625,0.1636331379413604,37
salesforce_borg,salesforce_borg_256x2048,2024,missing_30,patchtst,126232,0.0,0.0,0.0359915420413017,0.1186820566654205,0.6729494780302048,0.8126459957566112,0.7019925455097109,0.3229191900839793,0.6770749219422911,0.0199978947639465,0.3105398118495941,0.192564308643341,37
salesforce_borg,salesforce_borg_256x2048,2024,missing_30,dlinear,2336,0.0,0.0,0.0382034629583358,0.1309737563133239,0.1497795456089079,0.1620644179638475,0.1509541791165247,0.2238346858850129,0.776161108419466,0.0204150825738906,0.2936471402645111,0.2016296982765197,17
salesforce_borg,salesforce_borg_256x2048,2024,missing_30,race_dlinear,4672,0.0312452707439661,1.0,0.0387860462069511,0.13150455057621,0.3867190098389983,0.4021769564133137,0.3879495256114751,0.3008283537898363,0.6991632348191215,0.0264594964683055,0.2436220347881317,0.1838630437850952,18
salesforce_borg,salesforce_borg_256x2048,2024,missing_variables_30,patchtst,126232,0.0,0.0,0.0965314209461212,0.1838622242212295,0.6534649874083698,0.7873649592511356,0.6834681873442605,0.1084173631298449,0.891582216300603,0.0453497841954231,0.4210987091064453,0.3077318072319031,37
salesforce_borg,salesforce_borg_256x2048,2024,missing_variables_30,race_dlinear,4672,0.1934708356857299,1.0,0.1620264500379562,0.2897141575813293,0.3685019910335541,0.3862625570036471,0.3708202246343717,0.4473930575742894,0.5526014750215331,0.1198705658316612,0.2969261705875397,0.4173206388950348,18
salesforce_borg,salesforce_borg_256x2048,2024,missing_variables_30,dlinear,2336,0.0,0.0,0.1628593653440475,0.2911746799945831,0.1462939544580876,0.1523125392850488,0.1478024205425754,0.2783913887543066,0.7216031438415159,0.0623228959739208,0.5411145091056824,0.4487910866737366,17
salesforce_borg,salesforce_borg_256x2048,2024,delayed_12,dlinear,2336,0.0,0.0,0.036680269986391,0.1154644265770912,0.1508940476924181,0.1638944377191364,0.1520776975667104,0.1304425905738587,0.8695557271479328,0.0206678658723831,0.2812715470790863,0.1871454119682312,17
salesforce_borg,salesforce_borg_256x2048,2024,delayed_12,race_dlinear,4672,0.0259307567030191,1.0,0.0373528897762298,0.1032194420695304,0.3468724898993969,0.3628594917245209,0.3488936548819765,0.3158363782568906,0.6841577337693798,0.030332064256072,0.2019258141517639,0.1567114889621734,18
salesforce_borg,salesforce_borg_256x2048,2024,delayed_12,patchtst,126232,0.0,0.0,0.0398974046111106,0.1149225085973739,0.6156860035844147,0.6302860449068248,0.6176915368996561,0.2695611104381998,0.7304338427271748,0.0173333194106817,0.3218662738800049,0.1833173632621765,37
salesforce_borg,salesforce_borg_256x2048,2024,level_shift,dlinear,2336,0.0,0.0,0.0256024282425642,0.0872407257556915,0.145989004522562,0.1554105372633785,0.1477961952332407,0.2051206025247631,0.7948764534883721,0.015401623211801,0.2471303790807724,0.1460413634777069,17
salesforce_borg,salesforce_borg_256x2048,2024,level_shift,race_dlinear,4672,0.0142920641228556,1.0,0.0256204027682542,0.0882271975278854,0.3926274948753416,0.4800600407179445,0.4079558741068467,0.2101527172157622,0.7898439182278209,0.0191615652292966,0.2153406143188476,0.1394989490509033,18
salesforce_borg,salesforce_borg_256x2048,2024,level_shift,patchtst,126232,0.0,0.0,0.0278177522122859,0.0943276137113571,0.6987459491938353,0.7241109327878803,0.706148354220204,0.2770056120801034,0.722988079376615,0.0130745815113186,0.2932436764240265,0.1593088060617447,37
salesforce_borg,salesforce_borg_256x2048,2025,clean,dlinear,2336,0.0,0.0,0.024597967043519,0.0889631658792495,0.1404989743605256,0.1915909524541348,0.1495195901952684,0.0556409311746339,0.944359068825366,0.0135455131530761,0.2586321830749511,0.1502296775579452,17
salesforce_borg,salesforce_borg_256x2048,2025,clean,race_dlinear,4672,0.0233209282159805,1.0,0.0252856016159057,0.0835576727986335,0.3906530328094959,0.4430209810379892,0.4015990358311683,0.2592756614717915,0.7407205534022394,0.0177965108305215,0.22023306787014,0.1362692415714264,18
salesforce_borg,salesforce_borg_256x2048,2025,clean,patchtst,126232,0.0,0.0,0.0264528021216392,0.0910571813583374,0.6520460010506213,0.6734435446560383,0.6598041945835575,0.1380734045273471,0.8619249131944444,0.0146043384447693,0.2668351233005523,0.1521552801132202,37
salesforce_borg,salesforce_borg_256x2048,2025,missing_30,patchtst,126232,0.0,0.0,0.0342245176434516,0.1096620708703994,0.664286024402827,0.8675348595716059,0.7220202562166378,0.4098992820036606,0.5900910448966409,0.0177117064595222,0.3068437874317169,0.1818719357252121,37
salesforce_borg,salesforce_borg_256x2048,2025,missing_30,dlinear,2336,0.0,0.0,0.0381544195115566,0.1296935081481933,0.1358990557491779,0.1515294250566512,0.1404014619765803,0.2215636103036175,0.7784313428617571,0.0220855511724948,0.27987140417099,0.199084535241127,17
salesforce_borg,salesforce_borg_256x2048,2025,missing_30,race_dlinear,4672,0.0327442623674869,1.0,0.03855412453413,0.1304659694433212,0.4243680159561336,0.4889059578999872,0.4510095226578414,0.287883643545435,0.7121079450635228,0.0269678700715303,0.2394841313362121,0.1847556382417678,18
salesforce_borg,salesforce_borg_256x2048,2025,missing_variables_30,patchtst,126232,0.0,0.0,0.0950609967112541,0.180875763297081,0.685506034642458,0.7099610171280801,0.6893605284858495,0.3280101845122739,0.6719822452357881,0.0345768854022026,0.4270924925804138,0.2823182344436645,37
salesforce_borg,salesforce_borg_256x2048,2025,missing_variables_30,race_dlinear,4672,0.198282241821289,1.0,0.1625747382640838,0.2935331761837005,0.3761679399758577,0.3874019952490926,0.3777804726269096,0.441516859792205,0.5584768316645133,0.1165819838643074,0.3028234541416168,0.4153896272182464,18
salesforce_borg,salesforce_borg_256x2048,2025,missing_variables_30,dlinear,2336,0.0,0.0,0.1646967828273773,0.2900550961494446,0.1590689644217491,0.1845009217504411,0.1658355671679601,0.2725719678617571,0.7274229853036176,0.064686469733715,0.535178005695343,0.4483741819858551,17
salesforce_borg,salesforce_borg_256x2048,2025,delayed_12,dlinear,2336,0.0,0.0,0.0359422005712986,0.1070465892553329,0.1299490104429423,0.1360285212285816,0.1308266568230465,0.1566953831556847,0.8433029345661068,0.0217589493840932,0.2590270042419433,0.1710154265165329,17
salesforce_borg,salesforce_borg_256x2048,2025,delayed_12,race_dlinear,4672,0.0428027659654617,1.0,0.0374217554926872,0.1028382554650306,0.3316180082038045,0.3424755297601223,0.3329563332954421,0.3178769817237295,0.682117550872093,0.0298165306448936,0.2056644707918167,0.1574773639440536,18
salesforce_borg,salesforce_borg_256x2048,2025,delayed_12,patchtst,126232,0.0,0.0,0.0391840636730194,0.1118306666612625,0.6079870508983731,0.6176130205858499,0.6091269518947229,0.2964018592538759,0.7035926733419466,0.0265775695443153,0.2738049328327179,0.1926689743995666,37
salesforce_borg,salesforce_borg_256x2048,2025,level_shift,dlinear,2336,0.0,0.0,0.0245828982442617,0.0884926319122314,0.1294190296903252,0.1494855794589966,0.1342563045909628,0.0554874232881136,0.9445125767118864,0.013546222820878,0.2577365040779114,0.1493929475545883,17
salesforce_borg,salesforce_borg_256x2048,2025,level_shift,race_dlinear,4672,0.0213213618844747,1.0,0.0253309607505798,0.0839631855487823,0.3759340615943074,0.559820415219292,0.4350596602307632,0.2570668301841085,0.7429289641203703,0.0178586561232805,0.2189135700464248,0.1363195180892944,18
salesforce_borg,salesforce_borg_256x2048,2025,level_shift,patchtst,126232,0.0,0.0,0.027095379307866,0.0917965769767761,0.6455564871430397,0.6694114417769015,0.6522679468616843,0.2483433765342377,0.7516524177702412,0.0179037749767303,0.2543449699878692,0.155066430568695,37
salesforce_borg,salesforce_borg_256x2048,2026,clean,dlinear,2336,0.0,0.0,0.0249791610985994,0.0874265804886818,0.1435395097360015,0.1626409997697919,0.1453893550205975,0.1796748829134367,0.8203213319605943,0.015780022367835,0.2485427856445312,0.1477642506361007,17
salesforce_borg,salesforce_borg_256x2048,2026,clean,race_dlinear,4672,0.0223160535097122,1.0,0.0254882797598838,0.086274154484272,0.3375184605829417,0.3548100416082889,0.339061307022348,0.1686992793120155,0.831298617840224,0.0185495689511299,0.2199968099594116,0.139200821518898,18
salesforce_borg,salesforce_borg_256x2048,2026,clean,patchtst,126232,0.0,0.0,0.0282023567706346,0.1066965535283088,0.6550270481966436,0.6709325301926583,0.65796852868516,0.121089964874031,0.8789091939868647,0.0168505888432264,0.2813334465026855,0.1789618730545044,37
salesforce_borg,salesforce_borg_256x2048,2026,missing_30,patchtst,126232,0.0,0.0,0.034299261868,0.1065063178539276,0.6271970341913402,0.6403804698493332,0.6294929684372619,0.2745280368486218,0.7254656546080964,0.0170532409101724,0.3042387664318084,0.1748012155294418,37
salesforce_borg,salesforce_borg_256x2048,2026,missing_30,dlinear,2336,0.0,0.0,0.038107119500637,0.1310353130102157,0.1438395702280104,0.1598529168404638,0.1485493819927796,0.2541808819175279,0.7458123889696382,0.0205691643059253,0.2887691557407379,0.1954824328422546,17
salesforce_borg,salesforce_borg_256x2048,2026,missing_30,race_dlinear,4672,0.0351327583193779,1.0,0.038440104573965,0.1301047503948211,0.3795174998231232,0.4075649369042362,0.3910367813659832,0.297920115336994,0.7020731555501722,0.0268066525459289,0.2388681322336197,0.182307481765747,18
salesforce_borg,salesforce_borg_256x2048,2026,missing_variables_30,patchtst,126232,0.0,0.0,0.0801464617252349,0.1658899933099746,0.6252264720387757,0.6448635365813971,0.6278617365751415,0.3647149716031438,0.6352753552971576,0.0380806773900985,0.3830153048038482,0.2720485627651214,37
salesforce_borg,salesforce_borg_256x2048,2026,missing_variables_30,race_dlinear,4672,0.1939008980989456,1.0,0.1572826951742172,0.2839480638504028,0.3488434595055878,0.3631165192928165,0.352034336538054,0.4557001473675711,0.5442952263673557,0.1234645023941993,0.2839018702507019,0.4178674817085266,18
salesforce_borg,salesforce_borg_256x2048,2026,missing_variables_30,dlinear,2336,0.0,0.0,0.1649093031883239,0.2917697727680206,0.134494446683675,0.14051302568987,0.1357790781185031,0.2570643067667958,0.7429306463985789,0.0617053806781768,0.5495109558105469,0.4510554373264313,17
salesforce_borg,salesforce_borg_256x2048,2026,delayed_12,dlinear,2336,0.0,0.0,0.0366964973509311,0.1070133745670318,0.1440244377590716,0.16228454769589,0.1453315431717783,0.2836787891634367,0.716316164001938,0.0225116517394781,0.2658079266548157,0.1730065196752548,17
salesforce_borg,salesforce_borg_256x2048,2026,delayed_12,race_dlinear,4672,0.0357468016445636,1.0,0.0367114245891571,0.1018673554062843,0.356168020516634,0.3732525219675153,0.3607625316362828,0.2922361178402239,0.707760097033807,0.0293711088597774,0.2077421098947525,0.1556062400341034,18
salesforce_borg,salesforce_borg_256x2048,2026,delayed_12,patchtst,126232,0.0,0.0,0.039625808596611,0.1273441165685653,0.6139174802228808,0.6420145218726243,0.6254091538721696,0.0989179586563307,0.9010757328003876,0.0224067512899637,0.3134303689002991,0.2156692445278167,37
salesforce_borg,salesforce_borg_256x2048,2026,level_shift,dlinear,2336,0.0,0.0,0.0250097569078207,0.0871172696352005,0.1474099699407816,0.1535230490844696,0.1485212269471958,0.2525717828111541,0.7474231703542205,0.0160212535411119,0.2491411715745926,0.1484201848506927,17
salesforce_borg,salesforce_borg_256x2048,2026,level_shift,race_dlinear,4672,0.0181069057434797,1.0,0.0252937134355306,0.0852548405528068,0.3856284893117845,0.4012933990452438,0.3879419149598107,0.224868866413652,0.7751277690299311,0.0182791389524936,0.2214096039533615,0.1385910660028457,18
salesforce_borg,salesforce_borg_256x2048,2026,level_shift,patchtst,126232,0.0,0.0,0.0287083145231008,0.1051919981837272,0.6760414689779282,0.697296520229429,0.6794497807277367,0.1240322694605943,0.8759664688307494,0.0140944551676511,0.2964144051074981,0.1767006367444992,37
salesforce_borg,salesforce_borg_256x2048,2027,clean,race_dlinear,4672,0.0140184462070465,1.0,0.0249301493167877,0.0886817127466201,0.380197016056627,0.3959984926041215,0.3779325284995138,0.4158949215385443,0.584094984792205,0.0170381292700767,0.237719789147377,0.1451145708560943,18
salesforce_borg,salesforce_borg_256x2048,2027,clean,dlinear,2336,0.0,0.0,0.0251262411475181,0.0889893397688865,0.1493490417487919,0.1582974742632359,0.1513296010671183,0.1264892367840224,0.8735090809377691,0.0131588513031601,0.2669160068035126,0.1530852764844894,17
salesforce_borg,salesforce_borg_256x2048,2027,clean,patchtst,126232,0.0,0.0,0.0282767992466688,0.0989953130483627,0.6979575264267623,0.8189954503905028,0.7079726492520422,0.2715020389211886,0.7284916525355297,0.0118078337982296,0.3135168254375458,0.1696063876152038,37
salesforce_borg,salesforce_borg_256x2048,2027,missing_30,patchtst,126232,0.0,0.0,0.0354963392019271,0.1089618727564811,0.6757870432920754,0.6954949640203267,0.6766096863429993,0.2133334847383721,0.7866614684270026,0.0164202731102705,0.3185160756111145,0.1818065196275711,37
salesforce_borg,salesforce_borg_256x2048,2027,missing_30,dlinear,2336,0.0,0.0,0.0379785858094692,0.131093680858612,0.147411017678678,0.1533879083581268,0.1454397483030334,0.2196319343507752,0.7803625982450474,0.0193568971008062,0.3002979755401611,0.2021427005529403,17
salesforce_borg,salesforce_borg_256x2048,2027,missing_30,race_dlinear,4672,0.0297523345798254,1.0,0.0380174405872821,0.1292174905538559,0.3785914741456508,0.4541884874925017,0.3855186980217695,0.2949273424041774,0.7050671901916451,0.0257932003587484,0.2421514689922332,0.1814914494752884,18
salesforce_borg,salesforce_borg_256x2048,2027,missing_variables_30,patchtst,126232,0.0,0.0,0.0895867720246315,0.1670188307762146,0.6717605283483863,0.692511594388634,0.6748146814061329,0.3961496016365202,0.6038407252637812,0.0398772619664669,0.380961924791336,0.2717901468276977,37
salesforce_borg,salesforce_borg_256x2048,2027,missing_variables_30,dlinear,2336,0.0,0.0,0.160854697227478,0.2839952707290649,0.150005507748574,0.1558485033456235,0.1489940739702433,0.2800850223406546,0.7199103513942722,0.0639165341854095,0.5232341289520264,0.4416016042232513,17
salesforce_borg,salesforce_borg_256x2048,2027,missing_variables_30,race_dlinear,4672,0.186809703707695,1.0,0.1646473556756973,0.2978394627571106,0.3677199711091816,0.3770670387893915,0.3599275893066078,0.4309786485249784,0.5690146223621878,0.1108817681670188,0.3172359764575958,0.4104042649269104,18
salesforce_borg,salesforce_borg_256x2048,2027,delayed_12,race_dlinear,4672,0.0282925423234701,1.0,0.0359369367361068,0.1052480265498161,0.34888501977548,0.3757235128432508,0.3593807225115597,0.4442816840277778,0.5557082223029716,0.0272548720240592,0.2204594016075134,0.1600774973630905,18
salesforce_borg,salesforce_borg_256x2048,2027,delayed_12,dlinear,2336,0.0,0.0,0.0363113731145858,0.10852812230587,0.1439054613001644,0.1511725946329533,0.1453380798920989,0.0806362207956503,0.9193629380652456,0.0189786329865455,0.2805796265602112,0.1757192462682724,17
salesforce_borg,salesforce_borg_256x2048,2027,delayed_12,patchtst,126232,0.0,0.0,0.0415623076260089,0.1161007359623909,0.6151300040073693,0.6285724462941289,0.6169259984744713,0.2862774884259259,0.7137170441698967,0.019996628165245,0.3146276175975799,0.1830477714538574,37
salesforce_borg,salesforce_borg_256x2048,2027,level_shift,dlinear,2336,0.0,0.0,0.0251351818442344,0.0882010161876678,0.1317750429734587,0.1366524898912757,0.132294010836631,0.1403697142818691,0.8596277623008183,0.013132962398231,0.2657566666603088,0.1514770090579986,17
salesforce_borg,salesforce_borg_256x2048,2027,level_shift,race_dlinear,4672,0.0199274476617574,1.0,0.0251390151679515,0.091356061398983,0.3370649646967649,0.3585789178032424,0.3460291540250182,0.4173324282676572,0.5826574780630922,0.0168029610067605,0.2425510883331298,0.1471637189388275,18
salesforce_borg,salesforce_borg_256x2048,2027,level_shift,patchtst,126232,0.0,0.0,0.0282011236995458,0.0980203300714492,0.6148190004751086,0.6412295391783118,0.6199046270921826,0.1312635423395779,0.8687351959517657,0.0114806070923805,0.3126229345798492,0.1664226800203323,37
