source,dataset,seed,stress,model,params,calibration_abs_bias,calibration_enabled,mse,mae,latency_p50_ms,latency_p95_ms,latency_mean_ms,capacity_under_rate,capacity_over_rate,capacity_mean_under,capacity_mean_over,capacity_cost,max_memory_mb
alibaba2018,alibaba2018,42,delayed_12,dlinear,2334,0.0,0.0,0.3130440413951874,0.42139732837677,0.148933962918818,0.1889404549729079,0.153469925862737,0.1801972239648682,0.7999206823766206,1.3521223068237305,8.018190383911133,0.4535287320613861,17
alibaba2018,alibaba2018,42,delayed_12,patchtst,124184,0.0,0.0,0.3132974505424499,0.4149247407913208,0.6641619256697595,0.6953545787837356,0.6680615013465285,0.2099343893768298,0.7826035458490171,1.56342351436615,7.198919773101807,0.4778243601322174,37
alibaba2018,alibaba2018,42,level_shift,race_dlinear,4668,0.0207060184329748,1.0,0.2667138278484344,0.3773130178451538,0.3587589599192142,0.3764054737985134,0.3609405946917832,0.183105672966332,0.7986970181148055,1.2985053062438965,7.185669422149658,0.4024496078491211,17
alibaba2018,alibaba2018,42,level_shift,dlinear,2334,0.0,0.0,0.2697060704231262,0.3837312757968902,0.1422589994035661,0.1516145304776728,0.1435820275219157,0.1716589391206608,0.8045090149257633,1.2049318552017212,7.615252494812012,0.4060648679733276,17
alibaba2018,alibaba2018,42,level_shift,patchtst,124184,0.0,0.0,0.2859117090702057,0.3963180482387543,0.6551925325766206,0.6723445025272667,0.6576187472091988,0.1952602206189878,0.7909996961260979,1.37093186378479,7.239614486694336,0.4302929937839508,37
alibaba2018,alibaba2018,2024,clean,race_dlinear,4668,0.0210276991128921,1.0,0.2670406997203827,0.3787530958652496,0.3739634994417429,0.545041961595416,0.3920035262126475,0.1837371098651192,0.7926326099173986,1.2971984148025513,7.20328426361084,0.40773805975914,17
alibaba2018,alibaba2018,2024,clean,dlinear,2334,0.0,0.0,0.2672003209590912,0.3811029195785522,0.1456394675187766,0.1522264792583882,0.1470528572099283,0.1761904995294855,0.8172664091907151,1.2673145532608032,7.366725921630859,0.4398970901966095,17
alibaba2018,alibaba2018,2024,clean,patchtst,124184,0.0,0.0,0.2827787399291992,0.3894068896770477,0.6657695048488677,0.7552509778179227,0.680442078737542,0.1878516605238394,0.7977886638697198,1.3131475448608398,7.515809535980225,0.4273658692836761,37
alibaba2018,alibaba2018,2024,missing_30,race_dlinear,4668,0.0272149872034788,1.0,0.284155786037445,0.4009227454662323,0.3819369594566524,0.4829679790418595,0.3924063232261687,0.1963977055886658,0.782743229820159,1.3857698440551758,7.350744724273682,0.5222256779670715,17
alibaba2018,alibaba2018,2024,missing_30,dlinear,2334,0.0,0.0,0.2850445806980133,0.4036278426647186,0.1445640809834003,0.1483809435740113,0.142351901740767,0.1883238086836051,0.790696230656629,1.3281408548355105,7.583444595336914,0.5235195159912109,17
alibaba2018,alibaba2018,2024,missing_30,patchtst,124184,0.0,0.0,0.2890825867652893,0.3976238965988159,0.6766899605281651,0.712945923442021,0.6697485456243157,0.2163361629548306,0.7523096867158093,1.4626909494400024,7.040424346923828,0.4296497106552124,37
alibaba2018,alibaba2018,2024,missing_variables_30,patchtst,124184,0.0,0.0,0.3535545170307159,0.4466457366943359,0.6434409879148006,0.6665410590358078,0.6401067337719724,0.2078419888383521,0.7610632155740276,1.6005208492279053,8.107624053955078,0.5117862820625305,37
alibaba2018,alibaba2018,2024,missing_variables_30,race_dlinear,4668,0.1074902936816215,1.0,0.4496103823184967,0.5167908072471619,0.3712025936692953,0.3872630128171295,0.3669344034278765,0.2445923515265579,0.7276726199811794,2.127488136291504,7.902917861938477,0.8448753356933594,17
alibaba2018,alibaba2018,2024,missing_variables_30,dlinear,2334,0.0,0.0,0.4617370665073395,0.5345509052276611,0.1329490332864225,0.1453874574508518,0.1368285011267289,0.1998595808500627,0.774580294594312,1.7088735103607178,9.382439613342283,0.9086543321609496,17
alibaba2018,alibaba2018,2024,delayed_12,race_dlinear,4668,0.0331466794013977,1.0,0.3088431358337402,0.4136210978031158,0.3689374425448477,0.3866534738335758,0.3709827811690047,0.1940520767984107,0.7806381678690925,1.45249605178833,7.584639549255371,0.4441127181053161,17
alibaba2018,alibaba2018,2024,delayed_12,dlinear,2334,0.0,0.0,0.3107742071151733,0.4203983247280121,0.1434299629181623,0.1577104500029236,0.1458820945117622,0.1811725611668757,0.8188274388331243,1.3966221809387207,7.877285480499268,0.518421471118927,17
alibaba2018,alibaba2018,2024,delayed_12,patchtst,124184,0.0,0.0,0.3351609408855438,0.4381413459777832,0.6640004576183856,0.678829406388104,0.6659706210484728,0.1759646362662066,0.8221696433239231,1.347508430480957,8.321357727050781,0.4928504824638366,37
alibaba2018,alibaba2018,2024,level_shift,dlinear,2334,0.0,0.0,0.2676182389259338,0.3815594315528869,0.1461990177631378,0.1588895276654511,0.1482460822444409,0.1767149270702634,0.8160705183500627,1.2698582410812378,7.363410949707031,0.4401372373104095,17
alibaba2018,alibaba2018,2024,level_shift,race_dlinear,4668,0.0159156043082475,1.0,0.2683868110179901,0.3809615969657898,0.3658779896795749,0.3804265114013105,0.3631165018305182,0.1836362269970723,0.7802052292450857,1.2888866662979126,7.26357889175415,0.405987948179245,17
alibaba2018,alibaba2018,2024,level_shift,patchtst,124184,0.0,0.0,0.27204430103302,0.382246732711792,0.6234360043890774,0.6689995178021491,0.6337185739539564,0.214321773055207,0.7452560546058135,1.34538733959198,7.113673210144043,0.4085631072521209,37
alibaba2018,alibaba2018,2025,clean,race_dlinear,4668,0.0176523458212614,1.0,0.2669788897037506,0.3781337440013885,0.3956230357289314,0.5653770058415828,0.4264654009602964,0.1848986923619824,0.7842924149153074,1.288512945175171,7.241256237030029,0.3970760405063629,17
alibaba2018,alibaba2018,2025,clean,dlinear,2334,0.0,0.0,0.2678300440311432,0.3797386288642883,0.1429340336471796,0.1522934297099709,0.1421324705006554,0.178155060644082,0.8070012710424509,1.2635008096694946,7.369230270385742,0.4080354869365692,17
alibaba2018,alibaba2018,2025,clean,patchtst,124184,0.0,0.0,0.2809903621673584,0.3906968235969543,0.6859014974907041,0.7046699640341103,0.6886757822940126,0.2149462665987034,0.742948410053325,1.3692073822021484,7.223433017730713,0.4218806326389313,37
alibaba2018,alibaba2018,2025,missing_30,race_dlinear,4668,0.0290455166250467,1.0,0.2850163280963897,0.4016989767551422,0.3474580007605254,0.3549136163201183,0.3479125414742157,0.1963164274884985,0.7818226225951485,1.3853110074996948,7.371114253997803,0.5208353400230408,17
alibaba2018,alibaba2018,2025,missing_30,dlinear,2334,0.0,0.0,0.2854995429515838,0.4028531014919281,0.1676739775575697,0.179924932308495,0.1646431162953376,0.1898252071570472,0.7871040653753659,1.3268771171569824,7.63599681854248,0.5161609053611755,17
alibaba2018,alibaba2018,2025,missing_30,patchtst,124184,0.0,0.0,0.2866714894771576,0.398368775844574,0.6243420066311955,0.6460124743171034,0.6322340195765719,0.1970328183814303,0.7673935134358009,1.2800898551940918,7.627214431762695,0.4200420081615448,37
alibaba2018,alibaba2018,2025,missing_variables_30,patchtst,124184,0.0,0.0,0.3454184532165527,0.4358823895454407,0.6236669723875821,0.6388255394995213,0.6264925468713045,0.2366246471141781,0.7318692656053952,1.7343294620513916,7.347846508026123,0.5073254108428955,37
alibaba2018,alibaba2018,2025,missing_variables_30,race_dlinear,4668,0.1016950830817222,1.0,0.4483139216899872,0.5144410729408264,0.3450135700404644,0.3593124914914369,0.3472104348475113,0.2462175050972396,0.7266053854297365,2.156048059463501,7.824574947357178,0.8683450818061829,17
alibaba2018,alibaba2018,2025,missing_variables_30,dlinear,2334,0.0,0.0,0.4600640535354614,0.5341404676437378,0.1385995419695973,0.1488744688685983,0.1404512557201087,0.1988487100062735,0.7775140664209536,1.6929607391357422,9.422650337219238,0.9237504005432128,17
alibaba2018,alibaba2018,2025,delayed_12,race_dlinear,4668,0.0253118574619293,1.0,0.3115679919719696,0.4165350794792175,0.3390540368854999,0.3540719742886722,0.3405699972063303,0.1939565035549979,0.7859596370503973,1.4553288221359253,7.622427463531494,0.4537596106529236,17
alibaba2018,alibaba2018,2025,delayed_12,dlinear,2334,0.0,0.0,0.3123586177825928,0.4186615645885467,0.1326444908045232,0.1565415179356932,0.1367713033687323,0.1822475559389376,0.7909576275616896,1.357508420944214,7.991016864776611,0.4411239624023437,17
alibaba2018,alibaba2018,2025,delayed_12,patchtst,124184,0.0,0.0,0.3306991457939148,0.4328003227710724,0.638467026874423,0.6952509051188827,0.6393378222128376,0.1920303351108322,0.7725279204569218,1.3600103855133057,8.27244758605957,0.4475166201591491,37
alibaba2018,alibaba2018,2025,level_shift,race_dlinear,4668,0.018819959834218,1.0,0.2671325802803039,0.3781931102275848,0.3619435592554509,0.3798184217885136,0.3576030489057302,0.1840454765265579,0.7870285053324969,1.2867125272750854,7.248521327972412,0.3957016766071319,17
alibaba2018,alibaba2018,2025,level_shift,dlinear,2334,0.0,0.0,0.2681225538253784,0.3808534443378448,0.1344389747828245,0.1420625019818544,0.1357120752800256,0.1755455843527812,0.8115871529956086,1.2502950429916382,7.432685375213623,0.4171565771102905,17
alibaba2018,alibaba2018,2025,level_shift,patchtst,124184,0.0,0.0,0.2814253270626068,0.3879662454128265,0.659387034829706,0.7740714179817587,0.6740132492268458,0.2026932866739857,0.7676414320629443,1.3866925239562988,7.081662654876709,0.3990952968597412,37
alibaba2018,alibaba2018,2026,clean,race_dlinear,4668,0.0151074370369315,1.0,0.2663315236568451,0.3771840631961822,0.3354634973220527,0.3470789990387856,0.3379253670573234,0.182957411909243,0.8080909693904225,1.3082002401351929,7.167055606842041,0.4226150214672088,17
alibaba2018,alibaba2018,2026,clean,dlinear,2334,0.0,0.0,0.2685036361217499,0.3807353973388672,0.1328944345004856,0.1479235012084245,0.135705282445997,0.1760859407674613,0.8007244778596821,1.2473219633102417,7.431303024291992,0.4021778106689453,17
alibaba2018,alibaba2018,2026,clean,patchtst,124184,0.0,0.0,0.2809061110019684,0.3879291117191314,0.6565324729308486,0.6821269926149395,0.6652966811088845,0.1978427403544542,0.775478846455458,1.392391562461853,7.1262969970703125,0.4148628115653991,37
alibaba2018,alibaba2018,2026,missing_30,race_dlinear,4668,0.0109432814642786,1.0,0.2852905094623565,0.4024477005004883,0.3608735278248787,0.380605086684227,0.3623915748903528,0.1963466515056461,0.7818262984891259,1.3828356266021729,7.384235382080078,0.5196235775947571,17
alibaba2018,alibaba2018,2026,missing_30,patchtst,124184,0.0,0.0,0.2859688997268677,0.3977933228015899,0.6208770209923387,0.7251019240356981,0.6309962249360979,0.2182500784190715,0.7485827386553743,1.423092007637024,7.229405403137207,0.4573571383953094,37
alibaba2018,alibaba2018,2026,missing_30,dlinear,2334,0.0,0.0,0.2859953343868255,0.4046745598316192,0.1423789653927087,0.1558364543598145,0.1438415085431188,0.1848892984107068,0.7920599873222501,1.2912858724594116,7.770341396331787,0.5167855620384216,17
alibaba2018,alibaba2018,2026,missing_variables_30,patchtst,124184,0.0,0.0,0.3494128286838531,0.4361787736415863,0.6204979727044702,0.6394530471879989,0.623667353647761,0.2405819511971978,0.7244709163268507,1.8399897813797,7.22806978225708,0.5073839426040649,37
alibaba2018,alibaba2018,2026,missing_variables_30,race_dlinear,4668,0.1111530363559722,1.0,0.4513850808143616,0.5178514122962952,0.3435829421505332,0.3579605952836573,0.3455481142736971,0.2472643180154747,0.7262345285706817,2.1687490940093994,7.825273513793945,0.8514286875724792,17
alibaba2018,alibaba2018,2026,missing_variables_30,dlinear,2334,0.0,0.0,0.4626696705818176,0.535844087600708,0.1331639941781759,0.1392674923408776,0.1343243871815502,0.199644745268716,0.774286631508783,1.7015188932418823,9.413308143615724,0.9082208871841432,17
alibaba2018,alibaba2018,2026,delayed_12,race_dlinear,4668,0.025285517796874,1.0,0.3110505938529968,0.4164325594902038,0.3545159706845879,0.3673120168969035,0.3559618286089971,0.1932323524414471,0.786563708960686,1.454850673675537,7.608841419219971,0.4519750475883484,17
alibaba2018,alibaba2018,2026,delayed_12,dlinear,2334,0.0,0.0,0.3132086992263794,0.4208307266235351,0.1370150130242109,0.1480265171267092,0.1385342009598389,0.1782857590966123,0.813042807010665,1.3503007888793943,8.031707763671875,0.4613969922065735,17
alibaba2018,alibaba2018,2026,delayed_12,patchtst,124184,0.0,0.0,0.3247562050819397,0.4356017708778381,0.6915165577083826,0.7428385608363893,0.7057571725454181,0.2296322799038059,0.7255990073452531,1.581074357032776,7.501967906951904,0.5093517303466797,37
alibaba2018,alibaba2018,2026,level_shift,race_dlinear,4668,0.0085116298869252,1.0,0.2670819163322449,0.3778457343578338,0.3740405081771314,0.3899309551343322,0.3772821859456599,0.1814217050920117,0.8113384175031367,1.301557183265686,7.19138240814209,0.416675865650177,17
alibaba2018,alibaba2018,2026,level_shift,dlinear,2334,0.0,0.0,0.2688415050506592,0.3817049264907837,0.137140043079853,0.1487174245994538,0.1387139200232923,0.1754189702268925,0.8066398081346717,1.2457331418991089,7.44654655456543,0.4102179706096649,17
alibaba2018,alibaba2018,2026,level_shift,patchtst,124184,0.0,0.0,0.2784386873245239,0.3834779858589172,0.6524400087073445,0.6764024554286152,0.655629628454335,0.212041493491217,0.7523472625209118,1.41186261177063,7.022095203399658,0.3988668024539947,37
alibaba2018,alibaba2018,2027,clean,race_dlinear,4668,0.0230663251131773,1.0,0.2674430906772613,0.3786629140377044,0.3924000193364918,0.4138469754252583,0.3952957253204658,0.1830758573818486,0.795467541039314,1.2997283935546875,7.202138900756836,0.4058473110198974,17
alibaba2018,alibaba2018,2027,clean,dlinear,2334,0.0,0.0,0.2687368392944336,0.3838107585906982,0.1461150241084396,0.1855494978372007,0.1510018220869824,0.1721118909452112,0.8094694296319531,1.2204848527908323,7.5484490394592285,0.4154771864414215,17
alibaba2018,alibaba2018,2027,clean,patchtst,124184,0.0,0.0,0.2764188647270202,0.3853872120380401,0.6825944874435663,0.7203464861959219,0.6801922718295828,0.1835582163582183,0.7960965273421162,1.319306492805481,7.3689045906066895,0.4125342071056366,37
alibaba2018,alibaba2018,2027,missing_30,race_dlinear,4668,0.0234597399830818,1.0,0.2841867506504059,0.4013633131980896,0.3441995359025895,0.3800485574174672,0.3503911051666364,0.1952589953209954,0.7784391664052698,1.3636325597763062,7.439358234405518,0.4978688061237335,17
alibaba2018,alibaba2018,2027,missing_30,dlinear,2334,0.0,0.0,0.2870314121246338,0.4061265587806701,0.132904970087111,0.1486939669121056,0.1366036507533863,0.1833972938885403,0.7965629574445838,1.2928502559661863,7.773586750030518,0.5351375937461853,17
alibaba2018,alibaba2018,2027,missing_30,patchtst,124184,0.0,0.0,0.2896953821182251,0.3980934023857116,0.6094290292821825,0.6228145037312061,0.611226778710261,0.2256141193538268,0.7463482035497699,1.516982078552246,6.880850315093994,0.446052223443985,37
alibaba2018,alibaba2018,2027,missing_variables_30,patchtst,124184,0.0,0.0,0.3560773134231567,0.4476617574691772,0.6102839834056795,0.622555980226025,0.6120161997387186,0.2333776074341279,0.764768108270598,1.7101569175720217,7.580953121185303,0.5554845333099365,37
alibaba2018,alibaba2018,2027,missing_variables_30,race_dlinear,4668,0.1004146263003349,1.0,0.4527923762798309,0.5194090008735657,0.3387890174053609,0.3552036185283214,0.3408834338188171,0.2453438676286072,0.7280598141468005,2.149871826171875,7.909392356872559,0.8753810524940491,17
alibaba2018,alibaba2018,2027,missing_variables_30,dlinear,2334,0.0,0.0,0.4647393524646759,0.5370096564292908,0.1332844840362668,0.1534065522719174,0.1359867252176627,0.2038503764115433,0.7740039961051861,1.75399649143219,9.31988525390625,0.9516668915748596,17
alibaba2018,alibaba2018,2027,delayed_12,race_dlinear,4668,0.0343129709362983,1.0,0.3110589683055877,0.4157939851284027,0.3489090013317764,0.3622949181590229,0.3502064355416223,0.1933271088195315,0.790322106336261,1.4510341882705688,7.611273288726807,0.4449584484100342,17
alibaba2018,alibaba2018,2027,delayed_12,dlinear,2334,0.0,0.0,0.3147673308849334,0.4227210581302643,0.1358589506708085,0.1425469061359763,0.1374118961393833,0.1816541032779172,0.7812740975271852,1.3441247940063477,8.094917297363281,0.4401136636734009,17
alibaba2018,alibaba2018,2027,delayed_12,patchtst,124184,0.0,0.0,0.3249032199382782,0.4295337796211242,0.6272985483519733,0.643960980232805,0.6301368703134358,0.1783061807298201,0.7981533942388123,1.314301609992981,8.383981704711914,0.4559994339942932,37
alibaba2018,alibaba2018,2027,level_shift,race_dlinear,4668,0.0243905782699584,1.0,0.2675726115703583,0.3785296380519867,0.3519394667819142,0.3808390523772686,0.361142581095919,0.1833858577739439,0.7947033635246759,1.2942259311676023,7.218179702758789,0.3994931578636169,17
alibaba2018,alibaba2018,2027,level_shift,dlinear,2334,0.0,0.0,0.2695352137088775,0.382900059223175,0.1445795060135424,0.1517165452241897,0.1457743201171979,0.1754692074445838,0.8060153145911753,1.241755723953247,7.474730491638184,0.412718266248703,17
alibaba2018,alibaba2018,2027,level_shift,patchtst,124184,0.0,0.0,0.276654452085495,0.3881033360958099,0.6501329480670393,0.6750849890522658,0.6497397000202909,0.1840062669907988,0.7950770794123797,1.282648682594299,7.461381912231445,0.4175368845462799,37
