source,dataset,stress,latency_budget_ms,policy,selected_model,mse,capacity_cost,latency_p95_ms,budget_feasible,route_model_count,capacity_cost_vs_dlinear,latency_vs_dlinear,capacity_cost_vs_patchtst,latency_vs_patchtst,latency_constrained_regret,latency_constrained_regret_ratio,capacity_oracle_gap
alibaba2018,alibaba2018,burst,1.0,fixed_dlinear,dlinear,0.4438340365886688,0.6317422986030579,0.1419774518581107,True,1,0.0,0.0,0.4074689943889819,-0.7724266317470437,0.2315400242805481,0.5785574923893553,0.5785574923893553
alibaba2018,alibaba2018,burst,1.0,fixed_patchtst,patchtst,0.3237220346927643,0.4488498866558075,0.6238755129743367,True,1,-0.2895047748926608,3.3941872798071127,0.0,0.0,0.0486476123332977,0.1215575609000518,0.1215575609000518
alibaba2018,alibaba2018,burst,1.0,stressroute_v1,patchtst,0.3237220346927643,0.4488498866558075,0.6238755129743367,True,1,-0.2895047748926608,3.3941872798071127,0.0,0.0,0.0486476123332977,0.1215575609000518,0.1215575609000518
alibaba2018,alibaba2018,burst,1.0,stressroute_v2,patchtst,0.3931919038295746,0.5873539447784424,0.6238755129743367,True,3,-0.0702633873381113,3.3941872798071127,0.3085754552698467,0.0,0.1871516704559326,0.4676426958661241,0.4676426958661241
alibaba2018,alibaba2018,burst,1.0,oracle,oracle,0.3033041059970855,0.4002022743225097,0.6238755129743367,True,3,-0.3665102444343868,3.3941872798071127,-0.1083828107783444,0.0,0.0,0.0,0.0
alibaba2018,alibaba2018,clean,0.2,fixed_dlinear,dlinear,0.4091099500656128,0.6291772723197937,0.1419774518581107,True,1,0.0,0.0,0.3892131443417346,-0.7724266317470437,0.0,0.0,0.0
alibaba2018,alibaba2018,clean,0.2,fixed_patchtst,patchtst,0.3127894699573517,0.4529018998146057,0.6238755129743367,False,1,-0.2801680547920237,3.3941872798071127,0.0,0.0,-0.176275372505188,-0.2801680547920237,-0.2801680547920237
alibaba2018,alibaba2018,clean,0.2,stressroute_v1,dlinear,0.4091099500656128,0.6291772723197937,0.1419774518581107,True,1,0.0,0.0,0.3892131443417346,-0.7724266317470437,0.0,0.0,0.0
alibaba2018,alibaba2018,clean,0.2,stressroute_v2,dlinear,0.4091099500656128,0.6291772723197937,0.1419774518581107,True,1,0.0,0.0,0.3892131443417346,-0.7724266317470437,0.0,0.0,0.0
alibaba2018,alibaba2018,clean,0.2,oracle,oracle,0.4091099500656128,0.6291772723197937,0.1419774518581107,True,1,0.0,0.0,0.3892131443417346,-0.7724266317470437,0.0,0.0,0.0
alibaba2018,alibaba2018,clean,0.5,fixed_dlinear,dlinear,0.4091099500656128,0.6291772723197937,0.1419774518581107,True,1,0.0,0.0,0.3892131443417346,-0.7724266317470437,0.0090173482894897,0.0145403595751361,0.0145403595751361
alibaba2018,alibaba2018,clean,0.5,fixed_patchtst,patchtst,0.3127894699573517,0.4529018998146057,0.6238755129743367,False,1,-0.2801680547920237,3.3941872798071127,0.0,0.0,-0.1672580242156982,-0.26970143947503,-0.26970143947503
alibaba2018,alibaba2018,clean,0.5,stressroute_v1,race_dlinear,0.3886934518814087,0.6239702701568604,0.3564464495866559,True,1,-0.0082758904239102,1.5105849198003714,0.3777161685837066,-0.4286577335159515,0.0038103461265563,0.0061441347286578,0.0061441347286578
alibaba2018,alibaba2018,clean,0.5,stressroute_v2,race_dlinear,0.4047425389289856,0.627304196357727,0.3564464495866559,True,2,-0.0029770241940885,1.5105849198003714,0.3850774232002835,-0.4286577335159515,0.007144272327423,0.0115200483788017,0.0115200483788017
alibaba2018,alibaba2018,clean,0.5,oracle,oracle,0.3932185471057892,0.620159924030304,0.3564464495866559,True,2,-0.0143319676126293,1.5105849198003714,0.36930298654999,-0.4286577335159515,0.0,0.0,0.0
alibaba2018,alibaba2018,clean,1.0,fixed_dlinear,dlinear,0.4091099500656128,0.6291772723197937,0.1419774518581107,True,1,0.0,0.0,0.3892131443417346,-0.7724266317470437,0.2163655459880828,0.5241264532641315,0.5241264532641315
alibaba2018,alibaba2018,clean,1.0,fixed_patchtst,patchtst,0.3127894699573517,0.4529018998146057,0.6238755129743367,True,1,-0.2801680547920237,3.3941872798071127,0.0,0.0,0.0400901734828949,0.0971149095960535,0.0971149095960535
alibaba2018,alibaba2018,clean,1.0,stressroute_v1,patchtst,0.3127894699573517,0.4529018998146057,0.6238755129743367,True,1,-0.2801680547920237,3.3941872798071127,0.0,0.0,0.0400901734828949,0.0971149095960535,0.0971149095960535
alibaba2018,alibaba2018,clean,1.0,stressroute_v2,patchtst,0.3137328624725342,0.4536976218223572,0.6238755129743367,True,3,-0.2789033523897617,3.3941872798071127,0.0017569412009028,0.0,0.0408858954906463,0.0990424759828477,0.0990424759828477
alibaba2018,alibaba2018,clean,1.0,oracle,oracle,0.3143156170845032,0.4128117263317108,0.6238755129743367,True,3,-0.3438864617444575,3.3941872798071127,-0.0885184484748368,0.0,0.0,0.0,0.0
alibaba2018,alibaba2018,delayed_12,0.2,fixed_dlinear,dlinear,0.4279212057590484,1.2701035737991333,0.1419774518581107,True,1,0.0,0.0,0.8503563677589883,-0.7724266317470437,0.0,0.0,0.0
alibaba2018,alibaba2018,delayed_12,0.2,fixed_patchtst,patchtst,0.4318971335887909,0.6864102482795715,0.6238755129743367,False,1,-0.4595635643899643,3.3941872798071127,0.0,0.0,-0.5836933255195618,-0.4595635643899643,-0.4595635643899643
alibaba2018,alibaba2018,delayed_12,0.2,stressroute_v1,dlinear,0.4279212057590484,1.2701035737991333,0.1419774518581107,True,1,0.0,0.0,0.8503563677589883,-0.7724266317470437,0.0,0.0,0.0
alibaba2018,alibaba2018,delayed_12,0.2,stressroute_v2,dlinear,0.4279212057590484,1.2701035737991333,0.1419774518581107,True,1,0.0,0.0,0.8503563677589883,-0.7724266317470437,0.0,0.0,0.0
alibaba2018,alibaba2018,delayed_12,0.2,oracle,oracle,0.4279212057590484,1.2701035737991333,0.1419774518581107,True,1,0.0,0.0,0.8503563677589883,-0.7724266317470437,0.0,0.0,0.0
alibaba2018,alibaba2018,delayed_12,0.5,fixed_dlinear,dlinear,0.4279212057590484,1.2701035737991333,0.1419774518581107,True,1,0.0,0.0,0.8503563677589883,-0.7724266317470437,0.0172361135482788,0.0137573319565883,0.0137573319565883
alibaba2018,alibaba2018,delayed_12,0.5,fixed_patchtst,patchtst,0.4318971335887909,0.6864102482795715,0.6238755129743367,False,1,-0.4595635643899643,3.3941872798071127,0.0,0.0,-0.566457211971283,-0.4521286009438416,-0.4521286009438416
alibaba2018,alibaba2018,delayed_12,0.5,stressroute_v1,race_dlinear,0.4324117004871368,1.262848973274231,0.3564464495866559,True,1,-0.0057118180552806,1.5105849198003714,0.839787468848919,-0.4286577335159515,0.0099815130233764,0.0079669345242456,0.0079669345242456
alibaba2018,alibaba2018,delayed_12,0.5,stressroute_v2,race_dlinear,0.4277988374233246,1.2693828344345093,0.3564464495866559,True,2,-0.0005674650315864,1.5105849198003714,0.8493063552243116,-0.4286577335159515,0.0165153741836547,0.0131820601201886,0.0131820601201886
alibaba2018,alibaba2018,delayed_12,0.5,oracle,oracle,0.4189372062683105,1.2528674602508545,0.3564464495866559,True,2,-0.0135706362093936,1.5105849198003714,0.825245854634396,-0.4286577335159515,0.0,0.0,0.0
alibaba2018,alibaba2018,delayed_12,1.0,fixed_dlinear,dlinear,0.4279212057590484,1.2701035737991333,0.1419774518581107,True,1,0.0,0.0,0.8503563677589883,-0.7724266317470437,0.6318443417549133,0.9899493967854394,0.9899493967854394
alibaba2018,alibaba2018,delayed_12,1.0,fixed_patchtst,patchtst,0.4318971335887909,0.6864102482795715,0.6238755129743367,True,1,-0.4595635643899643,3.3941872798071127,0.0,0.0,0.0481510162353515,0.0754411590430634,0.0754411590430634
alibaba2018,alibaba2018,delayed_12,1.0,stressroute_v1,patchtst,0.4318971335887909,0.6864102482795715,0.6238755129743367,True,1,-0.4595635643899643,3.3941872798071127,0.0,0.0,0.0481510162353515,0.0754411590430634,0.0754411590430634
alibaba2018,alibaba2018,delayed_12,1.0,stressroute_v2,dlinear,0.3912587463855743,0.6600561141967773,0.6238755129743367,True,3,-0.4803131588533226,3.3941872798071127,-0.0383941442436918,0.0,0.0217968821525573,0.0341505160571609,0.0341505160571609
alibaba2018,alibaba2018,delayed_12,1.0,oracle,oracle,0.3663053512573242,0.63825923204422,0.6238755129743367,True,3,-0.497474658594134,3.3941872798071127,-0.0701490345693963,0.0,0.0,0.0,0.0
alibaba2018,alibaba2018,level_shift,0.2,fixed_dlinear,dlinear,0.7366228103637695,0.6241719722747803,0.1419774518581107,True,1,0.0,0.0,0.3474770451844138,-0.7724266317470437,0.0,0.0,0.0
alibaba2018,alibaba2018,level_shift,0.2,fixed_patchtst,patchtst,0.3987139463424682,0.4632152915000915,0.6238755129743367,False,1,-0.2578723299415157,3.3941872798071127,0.0,0.0,-0.1609566807746887,-0.2578723299415157,-0.2578723299415157
alibaba2018,alibaba2018,level_shift,0.2,stressroute_v1,dlinear,0.7366228103637695,0.6241719722747803,0.1419774518581107,True,1,0.0,0.0,0.3474770451844138,-0.7724266317470437,0.0,0.0,0.0
alibaba2018,alibaba2018,level_shift,0.2,stressroute_v2,dlinear,0.7366228103637695,0.6241719722747803,0.1419774518581107,True,1,0.0,0.0,0.3474770451844138,-0.7724266317470437,0.0,0.0,0.0
alibaba2018,alibaba2018,level_shift,0.2,oracle,oracle,0.7366228103637695,0.6241719722747803,0.1419774518581107,True,1,0.0,0.0,0.3474770451844138,-0.7724266317470437,0.0,0.0,0.0
alibaba2018,alibaba2018,level_shift,0.5,fixed_dlinear,dlinear,0.7366228103637695,0.6241719722747803,0.1419774518581107,True,1,0.0,0.0,0.3474770451844138,-0.7724266317470437,0.1690429449081421,0.3714176304821054,0.3714176304821054
alibaba2018,alibaba2018,level_shift,0.5,fixed_patchtst,patchtst,0.3987139463424682,0.4632152915000915,0.6238755129743367,False,1,-0.2578723299415157,3.3941872798071127,0.0,0.0,0.0080862641334533,0.0177669707868123,0.0177669707868123
alibaba2018,alibaba2018,level_shift,0.5,stressroute_v1,dlinear,0.7366228103637695,0.6241719722747803,0.1419774518581107,True,1,0.0,0.0,0.3474770451844138,-0.7724266317470437,0.1690429449081421,0.3714176304821054,0.3714176304821054
alibaba2018,alibaba2018,level_shift,0.5,stressroute_v2,race_dlinear,0.3693328201770782,0.5643817782402039,0.3564464495866559,True,2,-0.0957912189114683,1.5105849198003714,0.2184005765709751,-0.4286577335159515,0.1092527508735656,0.2400478640215469,0.2400478640215469
alibaba2018,alibaba2018,level_shift,0.5,oracle,oracle,0.3210300505161285,0.4551290273666382,0.3564464495866559,True,2,-0.2708275161604405,1.5105849198003714,-0.0174568160460906,-0.4286577335159515,0.0,0.0,0.0
alibaba2018,alibaba2018,level_shift,1.0,fixed_dlinear,dlinear,0.7366228103637695,0.6241719722747803,0.1419774518581107,True,1,0.0,0.0,0.3474770451844138,-0.7724266317470437,0.2388575971126556,0.6199031557339486,0.6199031557339486
alibaba2018,alibaba2018,level_shift,1.0,fixed_patchtst,patchtst,0.3987139463424682,0.4632152915000915,0.6238755129743367,True,1,-0.2578723299415157,3.3941872798071127,0.0,0.0,0.0779009163379669,0.2021749546852213,0.2021749546852213
alibaba2018,alibaba2018,level_shift,1.0,stressroute_v1,patchtst,0.3987139463424682,0.4632152915000915,0.6238755129743367,True,1,-0.2578723299415157,3.3941872798071127,0.0,0.0,0.0779009163379669,0.2021749546852213,0.2021749546852213
alibaba2018,alibaba2018,level_shift,1.0,stressroute_v2,race_dlinear,0.3643662333488464,0.5043977499008179,0.6238755129743367,True,3,-0.1918929841361636,3.3941872798071127,0.0889056539289963,0.0,0.1190833747386932,0.3090551051685725,0.3090551051685725
alibaba2018,alibaba2018,level_shift,1.0,oracle,oracle,0.2923274934291839,0.3853143751621246,0.6238755129743367,True,3,-0.3826791456882382,3.3941872798071127,-0.1681743193012692,0.0,0.0,0.0,0.0
alibaba2018,alibaba2018,missing_30,0.2,fixed_dlinear,dlinear,0.2860651016235351,0.5138595104217529,0.1419774518581107,True,1,0.0,0.0,0.1916001835542065,-0.7724266317470437,0.0,0.0,0.0
alibaba2018,alibaba2018,missing_30,0.2,fixed_patchtst,patchtst,0.2860924005508423,0.4312348365783691,0.6238755129743367,False,1,-0.1607923414233769,3.3941872798071127,0.0,0.0,-0.0826246738433837,-0.1607923414233769,-0.1607923414233769
alibaba2018,alibaba2018,missing_30,0.2,stressroute_v1,dlinear,0.2860651016235351,0.5138595104217529,0.1419774518581107,True,1,0.0,0.0,0.1916001835542065,-0.7724266317470437,0.0,0.0,0.0
alibaba2018,alibaba2018,missing_30,0.2,stressroute_v2,dlinear,0.2860651016235351,0.5138595104217529,0.1419774518581107,True,1,0.0,0.0,0.1916001835542065,-0.7724266317470437,0.0,0.0,0.0
alibaba2018,alibaba2018,missing_30,0.2,oracle,oracle,0.2860651016235351,0.5138595104217529,0.1419774518581107,True,1,0.0,0.0,0.1916001835542065,-0.7724266317470437,0.0,0.0,0.0
alibaba2018,alibaba2018,missing_30,0.5,fixed_dlinear,dlinear,0.2860651016235351,0.5138595104217529,0.1419774518581107,True,1,0.0,0.0,0.1916001835542065,-0.7724266317470437,0.0949461162090301,0.2266485567678383,0.2266485567678383
alibaba2018,alibaba2018,missing_30,0.5,fixed_patchtst,patchtst,0.2860924005508423,0.4312348365783691,0.6238755129743367,False,1,-0.1607923414233769,3.3941872798071127,0.0,0.0,0.0123214423656463,0.0294128632215316,0.0294128632215316
alibaba2018,alibaba2018,missing_30,0.5,stressroute_v1,dlinear,0.2860651016235351,0.5138595104217529,0.1419774518581107,True,1,0.0,0.0,0.1916001835542065,-0.7724266317470437,0.0949461162090301,0.2266485567678383,0.2266485567678383
alibaba2018,alibaba2018,missing_30,0.5,stressroute_v2,dlinear,0.2866064310073852,0.5154860615730286,0.3564464495866559,True,2,0.0031653615789666,1.5105849198003714,0.1953720289927186,-0.4286577335159515,0.0965726673603057,0.2305313429803261,0.2305313429803261
alibaba2018,alibaba2018,missing_30,0.5,oracle,oracle,0.2625203430652618,0.4189133942127228,0.3564464495866559,True,2,-0.1847705730523555,1.5105849198003714,-0.0285724652103962,-0.4286577335159515,0.0,0.0,0.0
alibaba2018,alibaba2018,missing_30,1.0,fixed_dlinear,dlinear,0.2860651016235351,0.5138595104217529,0.1419774518581107,True,1,0.0,0.0,0.1916001835542065,-0.7724266317470437,0.1426162123680114,0.3841583487585713,0.3841583487585713
alibaba2018,alibaba2018,missing_30,1.0,fixed_patchtst,patchtst,0.2860924005508423,0.4312348365783691,0.6238755129743367,True,1,-0.1607923414233769,3.3941872798071127,0.0,0.0,0.0599915385246276,0.1615962869609656,0.1615962869609656
alibaba2018,alibaba2018,missing_30,1.0,stressroute_v1,patchtst,0.2860924005508423,0.4312348365783691,0.6238755129743367,True,1,-0.1607923414233769,3.3941872798071127,0.0,0.0,0.0599915385246276,0.1615962869609656,0.1615962869609656
alibaba2018,alibaba2018,missing_30,1.0,stressroute_v2,dlinear,0.2866159677505493,0.4970429837703705,0.6238755129743367,True,3,-0.0327259227674509,3.3941872798071127,0.1526039679775312,0.0,0.125799685716629,0.3388604895391759,0.3388604895391759
alibaba2018,alibaba2018,missing_30,1.0,oracle,oracle,0.244932621717453,0.3712432980537414,0.6238755129743367,True,3,-0.2775393069030842,3.3941872798071127,-0.1391157054950158,0.0,0.0,0.0,0.0
alibaba2018,alibaba2018,missing_variables_30,0.2,fixed_dlinear,dlinear,0.5475480556488037,1.1829464435577393,0.1419774518581107,True,1,0.0,0.0,0.0858243704870952,-0.7724266317470437,0.0,0.0,0.0
alibaba2018,alibaba2018,missing_variables_30,0.2,fixed_patchtst,patchtst,0.5207681059837341,1.0894454717636108,0.6238755129743367,False,1,-0.079040748043438,3.3941872798071127,0.0,0.0,-0.0935009717941284,-0.079040748043438,-0.079040748043438
alibaba2018,alibaba2018,missing_variables_30,0.2,stressroute_v1,dlinear,0.5475480556488037,1.1829464435577393,0.1419774518581107,True,1,0.0,0.0,0.0858243704870952,-0.7724266317470437,0.0,0.0,0.0
alibaba2018,alibaba2018,missing_variables_30,0.2,stressroute_v2,dlinear,0.5475480556488037,1.1829464435577393,0.1419774518581107,True,1,0.0,0.0,0.0858243704870952,-0.7724266317470437,0.0,0.0,0.0
alibaba2018,alibaba2018,missing_variables_30,0.2,oracle,oracle,0.5475480556488037,1.1829464435577393,0.1419774518581107,True,1,0.0,0.0,0.0858243704870952,-0.7724266317470437,0.0,0.0,0.0
alibaba2018,alibaba2018,missing_variables_30,0.5,fixed_dlinear,dlinear,0.5475480556488037,1.1829464435577393,0.1419774518581107,True,1,0.0,0.0,0.0858243704870952,-0.7724266317470437,0.4288487434387207,0.5686912231280322,0.5686912231280322
alibaba2018,alibaba2018,missing_variables_30,0.5,fixed_patchtst,patchtst,0.5207681059837341,1.0894454717636108,0.6238755129743367,False,1,-0.079040748043438,3.3941872798071127,0.0,0.0,0.3353477716445923,0.4447006954028167,0.4447006954028167
alibaba2018,alibaba2018,missing_variables_30,0.5,stressroute_v1,race_dlinear,0.5481126308441162,1.2046390771865845,0.3564464495866559,True,1,0.0183377985934884,1.5105849198003714,0.1057359991009889,-0.4286577335159515,0.4505413770675659,0.597457566833127,0.597457566833127
alibaba2018,alibaba2018,missing_variables_30,0.5,stressroute_v2,dlinear,0.5486929416656494,1.1836426258087158,0.3564464495866559,True,2,0.0005885154435925,1.5105849198003714,0.086463394898156,-0.4286577335159515,0.4295449256896972,0.5696144221390711,0.5696144221390711
alibaba2018,alibaba2018,missing_variables_30,0.5,oracle,oracle,0.3968350291252136,0.7540977001190186,0.3564464495866559,True,2,-0.3625259163457544,1.5105849198003714,-0.3078151044142909,-0.4286577335159515,0.0,0.0,0.0
alibaba2018,alibaba2018,missing_variables_30,1.0,fixed_dlinear,dlinear,0.5475480556488037,1.1829464435577393,0.1419774518581107,True,1,0.0,0.0,0.0858243704870952,-0.7724266317470437,0.6684704422950745,1.299322885138403,1.299322885138403
alibaba2018,alibaba2018,missing_variables_30,1.0,fixed_patchtst,patchtst,0.5207681059837341,1.0894454717636108,0.6238755129743367,True,1,-0.079040748043438,3.3941872798071127,0.0,0.0,0.574969470500946,1.1175826843036676,1.1175826843036676
alibaba2018,alibaba2018,missing_variables_30,1.0,stressroute_v1,patchtst,0.5207681059837341,1.0894454717636108,0.6238755129743367,True,1,-0.079040748043438,3.3941872798071127,0.0,0.0,0.574969470500946,1.1175826843036676,1.1175826843036676
alibaba2018,alibaba2018,missing_variables_30,1.0,stressroute_v2,dlinear,0.551090657711029,1.1819616556167605,0.6238755129743367,True,3,-0.0008324873423831,3.3941872798071127,0.0849204354426135,0.0,0.6674856543540955,1.2974087279404736,1.2974087279404736
alibaba2018,alibaba2018,missing_variables_30,1.0,oracle,oracle,0.3108965158462524,0.5144760012626648,0.6238755129743367,True,3,-0.5650893545819656,3.3941872798071127,-0.5277634222208265,0.0,0.0,0.0,0.0
salesforce_borg,salesforce_borg_256x2048,burst,0.2,fixed_dlinear,dlinear,0.1225393116474151,0.2704446613788605,0.1446480368031188,True,1,0.0,0.0,0.0345599799349596,-0.7742563963134445,0.0,0.0,0.0
salesforce_borg,salesforce_borg_256x2048,burst,0.2,fixed_patchtst,patchtst,0.0746841356158256,0.2614103257656097,0.6407625041902065,False,1,-0.0334054869753731,3.429804360651997,0.0,0.0,-0.0090343356132507,-0.0334054869753731,-0.0334054869753731
salesforce_borg,salesforce_borg_256x2048,burst,0.2,stressroute_v1,dlinear,0.1225393116474151,0.2704446613788605,0.1446480368031188,True,1,0.0,0.0,0.0345599799349596,-0.7742563963134445,0.0,0.0,0.0
salesforce_borg,salesforce_borg_256x2048,burst,0.2,stressroute_v2,dlinear,0.1225393116474151,0.2704446613788605,0.1446480368031188,True,1,0.0,0.0,0.0345599799349596,-0.7742563963134445,0.0,0.0,0.0
salesforce_borg,salesforce_borg_256x2048,burst,0.2,oracle,oracle,0.1225393116474151,0.2704446613788605,0.1446480368031188,True,1,0.0,0.0,0.0345599799349596,-0.7742563963134445,0.0,0.0,0.0
salesforce_borg,salesforce_borg_256x2048,burst,0.5,fixed_dlinear,dlinear,0.1225393116474151,0.2704446613788605,0.1446480368031188,True,1,0.0,0.0,0.0345599799349596,-0.7742563963134445,0.0217427015304565,0.0874247293576206,0.0874247293576206
salesforce_borg,salesforce_borg_256x2048,burst,0.5,fixed_patchtst,patchtst,0.0746841356158256,0.2614103257656097,0.6407625041902065,False,1,-0.0334054869753731,3.429804360651997,0.0,0.0,0.0127083659172058,0.0510987767243659,0.0510987767243659
salesforce_borg,salesforce_borg_256x2048,burst,0.5,stressroute_v1,dlinear,0.1225393116474151,0.2704446613788605,0.1446480368031188,True,1,0.0,0.0,0.0345599799349596,-0.7742563963134445,0.0217427015304565,0.0874247293576206,0.0874247293576206
salesforce_borg,salesforce_borg_256x2048,burst,0.5,stressroute_v2,dlinear,0.1224352195858955,0.2706409096717834,0.3993199978140183,True,2,0.0007256504599588,1.7606319908616153,0.0353107088602544,-0.3768049859305086,0.0219389498233795,0.0882138196126495,0.0882138196126495
salesforce_borg,salesforce_borg_256x2048,burst,0.5,oracle,oracle,0.1097606718540191,0.2487019598484039,0.3993199978140183,True,2,-0.0803961202990715,1.7606319908616153,-0.0486146286684964,-0.3768049859305086,0.0,0.0,0.0
salesforce_borg,salesforce_borg_256x2048,burst,1.0,fixed_dlinear,dlinear,0.1225393116474151,0.2704446613788605,0.1446480368031188,True,1,0.0,0.0,0.0345599799349596,-0.7742563963134445,0.0772298723459243,0.3997099431801749,0.3997099431801749
salesforce_borg,salesforce_borg_256x2048,burst,1.0,fixed_patchtst,patchtst,0.0746841356158256,0.2614103257656097,0.6407625041902065,True,1,-0.0334054869753731,3.429804360651997,0.0,0.0,0.0681955367326736,0.3529519509039693,0.3529519509039693
salesforce_borg,salesforce_borg_256x2048,burst,1.0,stressroute_v1,dlinear,0.1225393116474151,0.2704446613788605,0.1446480368031188,True,1,0.0,0.0,0.0345599799349596,-0.7742563963134445,0.0772298723459243,0.3997099431801749,0.3997099431801749
salesforce_borg,salesforce_borg_256x2048,burst,1.0,stressroute_v2,dlinear,0.1187656372785568,0.2687988579273224,0.6407625041902065,True,3,-0.0060855460897137,3.429804360651997,0.028264117494492,0.0,0.0755840688943862,0.3911919438087213,0.3911919438087213
salesforce_borg,salesforce_borg_256x2048,burst,1.0,oracle,oracle,0.0787401348352432,0.1932147890329361,0.6407625041902065,True,3,-0.2855662668738526,3.429804360651997,-0.2608754513921547,0.0,0.0,0.0,0.0
salesforce_borg,salesforce_borg_256x2048,clean,0.2,fixed_dlinear,dlinear,0.1177014485001564,0.2512482702732086,0.1446480368031188,True,1,0.0,0.0,0.2587661289576025,-0.7742563963134445,0.0,0.0,0.0
salesforce_borg,salesforce_borg_256x2048,clean,0.2,fixed_patchtst,patchtst,0.0396534465253353,0.1995988488197326,0.6407625041902065,False,1,-0.205571251882897,3.429804360651997,0.0,0.0,-0.0516494214534759,-0.205571251882897,-0.205571251882897
salesforce_borg,salesforce_borg_256x2048,clean,0.2,stressroute_v1,dlinear,0.1177014485001564,0.2512482702732086,0.1446480368031188,True,1,0.0,0.0,0.2587661289576025,-0.7742563963134445,0.0,0.0,0.0
salesforce_borg,salesforce_borg_256x2048,clean,0.2,stressroute_v2,dlinear,0.1177014485001564,0.2512482702732086,0.1446480368031188,True,1,0.0,0.0,0.2587661289576025,-0.7742563963134445,0.0,0.0,0.0
salesforce_borg,salesforce_borg_256x2048,clean,0.2,oracle,oracle,0.1177014485001564,0.2512482702732086,0.1446480368031188,True,1,0.0,0.0,0.2587661289576025,-0.7742563963134445,0.0,0.0,0.0
salesforce_borg,salesforce_borg_256x2048,clean,0.5,fixed_dlinear,dlinear,0.1177014485001564,0.2512482702732086,0.1446480368031188,True,1,0.0,0.0,0.2587661289576025,-0.7742563963134445,0.0134694725275039,0.0566470713755944,0.0566470713755944
salesforce_borg,salesforce_borg_256x2048,clean,0.5,fixed_patchtst,patchtst,0.0396534465253353,0.1995988488197326,0.6407625041902065,False,1,-0.205571251882897,3.429804360651997,0.0,0.0,-0.0381799489259719,-0.1605691898854833,-0.1605691898854833
salesforce_borg,salesforce_borg_256x2048,clean,0.5,stressroute_v1,dlinear,0.1177014485001564,0.2512482702732086,0.1446480368031188,True,1,0.0,0.0,0.2587661289576025,-0.7742563963134445,0.0134694725275039,0.0566470713755944,0.0566470713755944
salesforce_borg,salesforce_borg_256x2048,clean,0.5,stressroute_v2,dlinear,0.1177014485001564,0.2512482702732086,0.1446480368031188,True,1,0.0,0.0,0.2587661289576025,-0.7742563963134445,0.0134694725275039,0.0566470713755944,0.0566470713755944
salesforce_borg,salesforce_borg_256x2048,clean,0.5,oracle,oracle,0.1161142587661743,0.2377787977457046,0.3993199978140183,True,2,-0.053610209984161,1.7606319908616153,0.1912834124632358,-0.3768049859305086,0.0,0.0,0.0
salesforce_borg,salesforce_borg_256x2048,clean,1.0,fixed_dlinear,dlinear,0.1177014485001564,0.2512482702732086,0.1446480368031188,True,1,0.0,0.0,0.2587661289576025,-0.7742563963134445,0.0712753385305404,0.3960336581750668,0.3960336581750668
