source,stress,model,headroom,total_cost,under_area,over_area,peak_miss,p95_ms
salesforce_borg,delayed_12,race_dlinear,0.05,0.29702624632045627,0.04987171059474345,0.047667693346738774,0.7142657651610688,0.3740168976946732
salesforce_borg,delayed_12,last_value,0.05,1.4169436171650887,0.20433868467807767,0.39525019377470016,0.5780163808165627,0.07127736171241844
salesforce_borg,delayed_12,dlinear,0.15,0.21567587135359642,0.0150289884768426,0.14053092896938324,0.3295312415264107,0.1466263714974047
salesforce_borg,delayed_12,race_dlinear,0.15,0.22562333336099977,0.0252567245624959,0.09933971054852005,0.5617702466235199,0.3740168976946732
salesforce_borg,delayed_12,patchtst,0.15,0.22825489449314773,0.009964089607819875,0.17843444645404813,0.255882235376444,0.6413756105757784
salesforce_borg,delayed_12,last_value,0.15,1.2335231751203537,0.15798879414796826,0.44357920438051224,0.5586229357445984,0.07127736171241844
salesforce_borg,delayed_12,race_dlinear,0.3,0.2536104007158428,0.010849495651200376,0.19936292245984072,0.36485047414743166,0.3740168976946732
salesforce_borg,delayed_12,dlinear,0.3,0.28465531568508595,0.0063360262429341,0.2529751844704151,0.14533208957727095,0.1466263714974047
salesforce_borg,delayed_12,patchtst,0.3,0.3268860866082832,0.00527897605206815,0.30049120634794235,0.14966683349288515,0.6413756105757784
salesforce_borg,delayed_12,last_value,0.3,1.0412990003824234,0.10228168964385982,0.5298905521631241,0.5037199568235066,0.07127736171241844
salesforce_borg,missing_30,patchtst,0.05,0.2090168078429997,0.0209727701731026,0.10415295697748658,0.35427755857210813,0.6515320128528401
salesforce_borg,missing_30,dlinear,0.05,0.250599208753556,0.03254447644576425,0.08787682652473447,0.6098019160153831,0.14680688291264227
salesforce_borg,missing_30,race_dlinear,0.05,0.2941203569062054,0.04693530546501275,0.05944382958114142,0.7066708746159576,0.37328312573663425
salesforce_borg,missing_30,last_value,0.05,0.574541263282299,0.08309346437454222,0.15907394140958783,0.7438247410398373,0.0763329044275451
salesforce_borg,missing_30,dlinear,0.15,0.22654393780976534,0.014907483942806676,0.1520065180957317,0.43892490459102296,0.14680688291264227
salesforce_borg,missing_30,patchtst,0.15,0.22955047991126773,0.0103252483531832,0.1779242381453514,0.19581202680366747,0.6515320128528401
salesforce_borg,missing_30,race_dlinear,0.15,0.23041205620393151,0.023369228001683874,0.11356591619551175,0.5524332709300841,0.37328312573663425
salesforce_borg,missing_30,last_value,0.15,0.5039623295888305,0.057374778203666175,0.21708843857049936,0.5190396074916555,0.0763329044275451
salesforce_borg,missing_30,race_dlinear,0.3,0.2661153191002086,0.009897729032672874,0.21662667393684382,0.34544687281079084,0.37328312573663425
salesforce_borg,missing_30,dlinear,0.3,0.2979341432801448,0.006364233500789801,0.2661129757761955,0.2405414449534167,0.14680688291264227
salesforce_borg,missing_30,patchtst,0.3,0.3289276735158637,0.0057834103936329,0.300010621547699,0.09313731882374865,0.6515320128528401
salesforce_borg,missing_30,last_value,0.3,0.49400446470826864,0.03478185366839165,0.3200951963663101,0.3146639672182209,0.0763329044275451
salesforce_borg,missing_variables_30,patchtst,0.05,0.2969733141362667,0.02762207761406895,0.15886292606592176,0.3114416117618225,0.6381114835676271
salesforce_borg,missing_variables_30,dlinear,0.05,0.45544156897813076,0.05061530787497755,0.20236502960324282,0.480203776254604,0.15131222571653774
salesforce_borg,missing_variables_30,last_value,0.05,0.5699924975633621,0.08225963637232778,0.15869431570172304,0.7435588553643844,0.07226560774142847
salesforce_borg,missing_variables_30,race_dlinear,0.05,0.5841723382472992,0.09678222052752965,0.10026123560965057,0.7382189401107134,0.3755427682335721
salesforce_borg,missing_variables_30,patchtst,0.15,0.32845242903567845,0.01803593453951175,0.23827275633811948,0.18510671876623208,0.6381114835676271
salesforce_borg,missing_variables_30,dlinear,0.15,0.4501567604020238,0.0345762753859162,0.2772753834724426,0.3696598426437795,0.15131222571653774
salesforce_borg,missing_variables_30,race_dlinear,0.15,0.4870298653841018,0.06778709776699537,0.14809437654912466,0.6382829069598848,0.3755427682335721
salesforce_borg,missing_variables_30,last_value,0.15,0.5002844072878361,0.05667888373136515,0.21688998863101,0.5178602455016694,0.07226560774142847
salesforce_borg,missing_variables_30,patchtst,0.3,0.42909261793829495,0.012560275616124226,0.3662912398576736,0.09369279722009267,0.6381114835676271
salesforce_borg,missing_variables_30,race_dlinear,0.3,0.45052154641598463,0.04249533172696825,0.23804488778114316,0.4980892690067009,0.3755427682335721
salesforce_borg,missing_variables_30,last_value,0.3,0.49184443429112434,0.034328114241361576,0.32020386308431625,0.31324785465027966,0.07226560774142847
salesforce_borg,missing_variables_30,dlinear,0.3,0.5080640898086131,0.02149021299555895,0.4006130248308182,0.260744306116832,0.15131222571653774
