source,stress,model,pred_len,total_cost,under_area,over_area,peak_miss,p95_ms
alibaba2018,delayed_12,race_dlinear,96,0.501374447097381,0.04788457726438833,0.26195156077543896,0.8124353448275863,0.4076480094227008
alibaba2018,delayed_12,last_value,96,0.9302701279520988,0.125487041970094,0.30283491810162855,0.8226652298850574,0.1012604479910802
alibaba2018,missing_30,dlinear,12,0.4120122753083706,0.036845759799083035,0.22778347631295517,0.5691536619283065,0.1631319886655546
alibaba2018,missing_30,race_dlinear,12,0.41335922293365,0.03898265274862443,0.21844595919052756,0.5863302173465184,0.4023020534077659
alibaba2018,missing_30,patchtst,12,0.41382989039023715,0.040623692174752535,0.21071142951647437,0.590965569633292,0.8148835113388486
alibaba2018,missing_30,last_value,12,0.6177620304127535,0.07520160699884093,0.24175399541854858,0.6442849969097652,0.0789679877925664
alibaba2018,missing_30,dlinear,24,0.4269784353673458,0.038047985484202664,0.23673850794633225,0.6773087881639482,0.1517399825388565
alibaba2018,missing_30,race_dlinear,24,0.42940921771029633,0.04085445838669933,0.22513692577679953,0.6962469939355919,0.4188670034636743
alibaba2018,missing_30,patchtst,24,0.4326430006573598,0.04397659686704474,0.2127600163221359,0.6928880437055626,0.809187491540797
alibaba2018,missing_30,last_value,24,0.6369964256882668,0.0779704774419466,0.2471440384785334,0.730539000418235,0.0773949941503815
alibaba2018,missing_30,patchtst,48,0.4485144838690758,0.04418879002332687,0.2275705337524414,0.747166747520483,0.693565999972634
alibaba2018,missing_30,dlinear,48,0.4501440643022458,0.0408839726199706,0.24572420120239255,0.7574688712807244,0.1684745235252194
alibaba2018,missing_30,race_dlinear,48,0.45151950418949127,0.04292190074920647,0.23691000044345856,0.7671881737818026,0.4001845081802457
alibaba2018,missing_30,last_value,48,0.6581120962897936,0.08070711046457286,0.254576543966929,0.792535845191893,0.0772139552282169
alibaba2018,missing_30,patchtst,96,0.47328157536685467,0.04208088976641489,0.26287712653477985,0.7676185344827586,0.7531479379395022
alibaba2018,missing_30,dlinear,96,0.48398398111263913,0.041029470662275934,0.27883662780125934,0.7867205459770115,0.1759175051120109
alibaba2018,missing_30,race_dlinear,96,0.48847490549087524,0.04639065265655514,0.25652164220809937,0.8117852011494252,0.4048714909004047
alibaba2018,missing_30,last_value,96,0.6835760350028673,0.08267940829197563,0.2701789935429891,0.8351616379310345,0.0814064449514262
alibaba2018,missing_variables_30,patchtst,12,0.47135042771697044,0.05301845694581663,0.206258142987887,0.5975806036258756,2.720976439013611
alibaba2018,missing_variables_30,dlinear,12,0.5159144283582767,0.0482762561490138,0.27453314761320746,0.516613231355583,2.283658945816569
alibaba2018,missing_variables_30,race_dlinear,12,0.5333314494540294,0.060070711498459134,0.23297789196173346,0.5862400854964978,0.5394177409470988
alibaba2018,missing_variables_30,last_value,12,0.6199747050801913,0.07556760062774016,0.24213670194149015,0.6434899052327977,0.0780044487328268
alibaba2018,missing_variables_30,patchtst,24,0.4777494507531325,0.05224203939239177,0.21653925379117325,0.6966521591384357,0.8415714852162637
alibaba2018,missing_variables_30,dlinear,24,0.5286074069639047,0.04944222544630363,0.28139627973238623,0.621226082183187,0.1503715509898029
alibaba2018,missing_variables_30,race_dlinear,24,0.5432299350698789,0.060806505382061,0.23919740815957383,0.6844514585947302,0.4659680751501582
alibaba2018,missing_variables_30,last_value,24,0.6419315983851751,0.07904506723086034,0.2467062622308731,0.7304409765788372,0.0795695479610003
alibaba2018,missing_variables_30,patchtst,48,0.4970702330271403,0.05264225105444584,0.2338589777549108,0.7528905239327296,0.6938454942428507
alibaba2018,missing_variables_30,dlinear,48,0.546394802009066,0.0522986246893803,0.28490167856216425,0.714370418283743,0.197687947365921
alibaba2018,missing_variables_30,race_dlinear,48,0.5594397423168024,0.0625760989884535,0.2465592473745346,0.7578562958171625,0.3974455074057914
alibaba2018,missing_variables_30,last_value,48,0.659417154888312,0.08126417050758997,0.2530963023503621,0.7929199008193186,0.0781399518018588
alibaba2018,missing_variables_30,patchtst,96,0.527844517181317,0.05580887074271831,0.24880016346772513,0.8088793103448276,0.6940840597962961
alibaba2018,missing_variables_30,dlinear,96,0.5652747334291538,0.051140696431199666,0.30957125127315516,0.7658117816091954,0.1562784484121948
alibaba2018,missing_variables_30,race_dlinear,96,0.5866556788484255,0.065733753144741,0.2579869131247202,0.8107004310344829,0.4064054359332658
alibaba2018,missing_variables_30,last_value,96,0.6876186082760493,0.08376878499984737,0.26877468327681225,0.8363829022988506,0.075807495159097
salesforce_borg,clean,race_dlinear,12,0.18228726849580804,0.009099766146391566,0.13678843776384983,0.22606973162071844,0.3662450195406563
salesforce_borg,clean,last_value,12,0.1874176899436861,0.009218154397482635,0.14132691795627272,0.3503061038011696,0.0707914514350704
salesforce_borg,clean,dlinear,12,0.18876729773667952,0.0079263153020292,0.14913572122653324,0.2046130952380952,0.1423444977262988
salesforce_borg,clean,patchtst,12,0.19263052606644726,0.009825932560488566,0.14350086326400438,0.20135299185463654,0.6429489745642059
salesforce_borg,clean,race_dlinear,24,0.19837990620483956,0.013308904754618767,0.13183538243174547,0.28911969745908694,0.3854750044411048
salesforce_borg,clean,dlinear,24,0.20042503004272774,0.010557568321625334,0.14763718843460083,0.2743223783376399,0.1440155479940585
salesforce_borg,clean,last_value,24,0.20211627815539635,0.0120263377514978,0.14198458939790723,0.4557022502153316,0.0735084991902112
salesforce_borg,clean,patchtst,24,0.21970212847615278,0.011624523283292798,0.16157951205968854,0.24881567614125746,0.6376990029821172
salesforce_borg,clean,last_value,48,0.2234543034185965,0.017226168885827,0.13732345898946122,0.5709330521120294,0.0758279988076537
salesforce_borg,clean,race_dlinear,48,0.22430600520844257,0.020725063824405233,0.1206806860864162,0.39351971418732773,0.3704270391608588
salesforce_borg,clean,dlinear,48,0.22896976551661885,0.014889971973995332,0.154519905646642,0.3541810146923783,0.1527959917439147
salesforce_borg,clean,patchtst,48,0.25568878728275496,0.010234867688268366,0.20451444884141282,0.20924443296602382,0.6431670000893064
salesforce_borg,clean,last_value,96,0.26826790751268464,0.028780301722387436,0.12436639890074723,0.687797619047619,0.0795430009020492
salesforce_borg,clean,dlinear,96,0.27424040033171576,0.025197532959282332,0.1482527355353037,0.4274346891534391,0.1526809544884599
salesforce_borg,clean,patchtst,96,0.2791417205395798,0.0071981532188752665,0.2431509544452031,0.15568369708994706,0.6502595075289719
salesforce_borg,clean,race_dlinear,96,0.310995248456796,0.04421296467383697,0.08993042508761083,0.8269551917989418,0.3752334960154257
salesforce_borg,delayed_12,race_dlinear,12,0.2105979832510153,0.015216813733180333,0.13451391458511347,0.5868806129908103,0.3720355016412213
salesforce_borg,delayed_12,dlinear,12,0.22180530739327267,0.011749235913157434,0.16305912782748536,0.21418454991645777,0.1426839400664903
salesforce_borg,delayed_12,patchtst,12,0.23749987268820397,0.012061569063613766,0.17719202737013495,0.5029925073099415,0.6386719818692654
salesforce_borg,delayed_12,last_value,12,1.2229888240496318,0.15312633911768594,0.45735712846120197,0.5160198673767753,0.0703439611243084
salesforce_borg,delayed_12,race_dlinear,24,0.22260848246514794,0.020085591201980866,0.1221805264552434,0.3398067398794143,0.3727454910404049
salesforce_borg,delayed_12,dlinear,24,0.22677441360428927,0.014629212363312568,0.15362835178772608,0.2984933516365202,0.1485205430071801
salesforce_borg,delayed_12,patchtst,24,0.2427507246223589,0.010615066780398266,0.1896753907203674,0.17586536391042198,0.6495114794233814
salesforce_borg,delayed_12,last_value,24,1.228283499677976,0.15440994004408512,0.45623379945755005,0.5388976367355728,0.0709899934008717
salesforce_borg,delayed_12,dlinear,48,0.251135928556323,0.018098926171660368,0.16064129769802094,0.3547692837465564,0.151643983554095
salesforce_borg,delayed_12,race_dlinear,48,0.25500145275145764,0.02726629593720033,0.1186699730654557,0.420813246097337,0.3713450583745725
salesforce_borg,delayed_12,patchtst,48,0.2596184952805439,0.010528660689791034,0.20697519183158872,0.20731103650137742,0.6417144977604039
salesforce_borg,delayed_12,last_value,48,1.2348225836952527,0.15590448429187134,0.4553001622358958,0.5585220098714417,0.0736444708309136
salesforce_borg,delayed_12,patchtst,96,0.27520696617042023,0.0142721842663983,0.2038460448384285,0.20819279100529098,0.6356044832500629
salesforce_borg,delayed_12,dlinear,96,0.2913785260170698,0.0280639162907997,0.1510589445630709,0.4289517195767196,0.1436570193618535
salesforce_borg,delayed_12,race_dlinear,96,0.3468053887287776,0.0520685402055581,0.08646268770098682,0.8403480489417988,0.3799415397224943
salesforce_borg,delayed_12,last_value,96,1.2362594828009605,0.15603812783956528,0.45606884360313416,0.5737061838624339,0.0701310214935801
salesforce_borg,missing_30,race_dlinear,12,0.21956571688254675,0.0139862249294916,0.14963459223508832,0.4202661601921471,0.3674669962492771
salesforce_borg,missing_30,dlinear,12,0.22570383152924475,0.011526841127003166,0.1680696258942286,0.36962197159565574,0.150285504059866
salesforce_borg,missing_30,patchtst,12,0.22766132994244495,0.010161002166569167,0.17685631910959876,0.1564099049707602,0.6737715739291161
salesforce_borg,missing_30,last_value,12,0.4986286337176959,0.0524456178148587,0.23640054464340207,0.4005195279866332,0.077102541399654
salesforce_borg,missing_30,race_dlinear,24,0.2335107604352136,0.018851070199161733,0.13925540943940473,0.4886782676571921,0.37462601903826
salesforce_borg,missing_30,patchtst,24,0.23742919322103262,0.012479151599109133,0.17503343522548676,0.3168671942291128,0.6429194851079956
salesforce_borg,missing_30,dlinear,24,0.23849073130016527,0.014451670305182499,0.16623237977425256,0.41034466515934537,0.1470989998779259
salesforce_borg,missing_30,last_value,24,0.5107169337570667,0.05492563918232917,0.2360887378454208,0.48111474483204136,0.0827060503070242
salesforce_borg,missing_30,patchtst,48,0.2559488237214585,0.010642159885416369,0.20273802429437637,0.20271608126721755,0.6463394995080307
salesforce_borg,missing_30,race_dlinear,48,0.25770947430282826,0.02491139216969403,0.13315251345435775,0.565344496097337,0.3757605009013787
salesforce_borg,missing_30,dlinear,48,0.26706579017142457,0.019056634977459866,0.171782615284125,0.4419801710284665,0.1455379766412079
salesforce_borg,missing_30,last_value,48,0.5277425597111384,0.059195826450983625,0.23176342745621992,0.5680455119375574,0.0725904974387958
salesforce_borg,missing_30,dlinear,96,0.30217603345712024,0.026719778776168768,0.1685771395762761,0.49707754629629625,0.1443050510715693
salesforce_borg,missing_30,patchtst,96,0.3022872681419055,0.016159591575463598,0.2214893102645874,0.18164269179894177,0.6430974928662181
salesforce_borg,missing_30,race_dlinear,96,0.34341102465987206,0.049187662700811964,0.0974727111558119,0.6651124338624338,0.3752789867576211
salesforce_borg,missing_30,last_value,96,0.5595892829199632,0.06709971154729523,0.2240907251834869,0.6536913029100528,0.0729325285647064
salesforce_borg,missing_variables_30,patchtst,12,0.308095347136259,0.018146928399801233,0.21736070513725278,0.21738591269841265,0.634699992951937
salesforce_borg,missing_variables_30,dlinear,12,0.4651698625336091,0.032245788102348634,0.3039409220218658,0.30629960317460314,0.1463475011405535
salesforce_borg,missing_variables_30,race_dlinear,12,0.4719364680349827,0.05795287465055776,0.18217209478219346,0.5391473475355054,0.3806919979979284
salesforce_borg,missing_variables_30,last_value,12,0.4949135482311249,0.05218114455540973,0.23400782545407608,0.4007740705931495,0.0730694242520257
salesforce_borg,missing_variables_30,patchtst,24,0.32906769216060633,0.015513728062311766,0.2514990518490473,0.1582586401808785,0.6380865161190741
salesforce_borg,missing_variables_30,dlinear,24,0.4660012802730004,0.034678161765138264,0.29261047144730884,0.30171659668389317,0.1534294904558919
salesforce_borg,missing_variables_30,race_dlinear,24,0.48190730065107346,0.06139098107814783,0.17495239526033393,0.5882018464685616,0.3718095395015552
salesforce_borg,missing_variables_30,last_value,24,0.5088566429913044,0.054635190715392364,0.2356806894143422,0.4800313576658053,0.0728269893443211
salesforce_borg,missing_variables_30,patchtst,48,0.36752668333550287,0.022297139589985165,0.2560409853855768,0.20045985422405868,0.641570492007304
salesforce_borg,missing_variables_30,dlinear,48,0.4705237112939358,0.03627361481388406,0.2891556372245152,0.406293044077135,0.1485149536165408
salesforce_borg,missing_variables_30,race_dlinear,48,0.507263413319985,0.0697883454461892,0.15832168608903882,0.655360422405877,0.3743074863450601
salesforce_borg,missing_variables_30,last_value,48,0.5236761420965195,0.05811945597330726,0.23307886222998297,0.5661587465564738,0.0721275122486986
salesforce_borg,missing_variables_30,patchtst,96,0.4013347588479519,0.02166658764084173,0.29300182064374286,0.21088376322751315,0.6380889331921935
salesforce_borg,missing_variables_30,dlinear,96,0.4831883714844783,0.03904483032723263,0.28796421984831494,0.4665013227513228,0.1569569576531648
salesforce_borg,missing_variables_30,last_value,96,0.5553821188708147,0.06608638788262997,0.2249501794576644,0.6525917658730158,0.0710385051206685
salesforce_borg,missing_variables_30,race_dlinear,96,0.5678578180571398,0.08695399885376291,0.13308782378832493,0.716745205026455,0.3753620490897445
