source,dataset,stress_family,level,level_label,stress,model,params,calibration_abs_bias,calibration_enabled,mse,mae,latency_p50_ms,latency_p95_ms,latency_mean_ms,capacity_under_rate,capacity_over_rate,capacity_mean_under,capacity_mean_over,capacity_cost,max_memory_mb,clean_mse,relative_mse
alibaba2018,alibaba2018,missing_variables,0.3,level_30,missing_variables,patchtst,124184,0.0,0.0,0.3485823571681976,0.4359491169452667,0.8385280088987201,1.817242399556561,0.9864422529062722,0.230367458699289,0.7643286347239648,1.78957200050354,7.15147876739502,0.5287187695503235,37,0.2753048241138458,1.2661687214897823
alibaba2018,alibaba2018,missing_variables,0.3,level_30,missing_variables,race_dlinear,4668,0.1050777733325958,1.0,0.4483872950077057,0.51673823595047,0.4290834913263097,1.3824274108628725,0.6052797500160523,0.244527819165621,0.7289069034922626,2.128245115280152,7.897980213165283,0.8653669357299805,17,0.2670906484127044,1.678783205898188
alibaba2018,alibaba2018,missing_variables,0.3,level_30,missing_variables,dlinear,2334,0.0,0.0,0.4640022814273834,0.5375764966011047,0.206299009732902,0.5127954966155803,0.2559639986429829,0.2023930886658302,0.7744977911961523,1.7348902225494385,9.350231170654297,0.9199910759925842,17,0.2696618735790252,1.7206818126308323
alibaba2018,alibaba2018,missing_variables,0.3,level_30,missing_variables,last_value,0,0.0,0.0,0.6237648725509644,0.5692098736763,0.1871445128927007,0.1989664582652039,0.1698187043075449,0.3006464672208281,0.6682317806357173,2.815749168395996,8.248414039611816,1.219752550125122,0,0.4082382917404175,1.5279430792533095
alibaba2018,alibaba2018,missing_variables,0.5,level_50,missing_variables,patchtst,124184,0.0,0.0,0.431866705417633,0.490805983543396,0.8111719944281504,2.476638951338828,1.0129259731911588,0.2557380704987453,0.7306860361773316,2.0693395137786865,7.875046730041504,0.670444130897522,37,0.2753048241138458,1.568685571739363
alibaba2018,alibaba2018,missing_variables,0.5,level_50,missing_variables,race_dlinear,4668,0.1268380433320999,1.0,0.5662060379981995,0.5855520367622375,0.4787534999195486,1.1973274784395465,0.5902291501115542,0.2808382998745294,0.6995238492001254,2.7018964290618896,8.1812162399292,1.1017898321151731,17,0.2670906484127044,2.119902143197865
alibaba2018,alibaba2018,missing_variables,0.5,level_50,missing_variables,dlinear,2334,0.0,0.0,0.5831165909767151,0.607745349407196,0.1635895168874412,0.2455779962474477,0.1794121773855295,0.2313060369615223,0.7536036013958595,2.165067434310913,9.855568885803224,1.218820095062256,17,0.2696618735790252,2.1623990934922843
alibaba2018,alibaba2018,missing_variables,0.5,level_50,missing_variables,last_value,0,0.0,0.0,0.7617978453636169,0.6471326947212219,0.0794144871179014,0.0975524686509743,0.0886653768247924,0.3257401616739858,0.6521227879286909,3.3637614250183105,8.74639892578125,1.710789918899536,0,0.4082382917404175,1.8660617114477198
alibaba2018,alibaba2018,delayed_tail,0.0,level_00,clean,race_dlinear,4668,0.0153236808255314,1.0,0.2670906484127044,0.378250777721405,0.4583985137287527,0.729480978043284,0.5434473998320755,0.1831979787484316,0.7986537242524049,1.2956465482711792,7.22486400604248,0.4107328355312347,17,0.2670906484127044,1.0
alibaba2018,alibaba2018,delayed_tail,0.0,level_00,clean,dlinear,2334,0.0,0.0,0.2696618735790252,0.3836763501167297,0.2309745177626609,0.7211134769022459,0.3443876012170221,0.1733670045221664,0.8013898146695944,1.2294085025787354,7.513765811920166,0.4056036472320556,17,0.2696618735790252,1.0
alibaba2018,alibaba2018,delayed_tail,0.0,level_00,clean,patchtst,124184,0.0,0.0,0.2753048241138458,0.38452810049057,0.8862370013957843,2.416695971623993,1.1015549018338788,0.1970940832810539,0.779533357512547,1.4110107421875,6.987593650817871,0.4246212542057037,37,0.2753048241138458,1.0
alibaba2018,alibaba2018,delayed_tail,0.0,level_00,clean,last_value,0,0.0,0.0,0.4082382917404175,0.4475463330745697,0.1335200067842379,0.4392154674860647,0.184345126763219,0.2624416758155583,0.6927896114335006,1.969117760658264,7.443387031555176,0.4657059907913208,0,0.4082382917404175,1.0
alibaba2018,alibaba2018,delayed_tail,6.0,level_06,delayed_tail,race_dlinear,4668,0.0213667806237936,1.0,0.292399913072586,0.4003724753856659,0.5205229972489178,2.7480224976898167,1.082226602738956,0.1889401335738184,0.7905675743674195,1.390233278274536,7.455832004547119,0.4349309504032135,17,0.2670906484127044,1.0947590820206259
alibaba2018,alibaba2018,delayed_tail,6.0,level_06,delayed_tail,dlinear,2334,0.0,0.0,0.2955552637577057,0.4060421884059906,0.2280045009683817,0.4304169589886441,0.2671346788702067,0.1780713319479297,0.7840453131534922,1.295829176902771,7.866745471954346,0.422172874212265,17,0.2696618735790252,1.0960216950027692
alibaba2018,alibaba2018,delayed_tail,6.0,level_06,delayed_tail,patchtst,124184,0.0,0.0,0.3036648035049438,0.4067858755588531,0.8335320017067716,1.529274952190462,0.9535779747238848,0.1986906465652446,0.7722934801076955,1.4551546573638916,7.499537467956543,0.4326681494712829,37,0.2753048241138458,1.103013012875395
alibaba2018,alibaba2018,delayed_tail,6.0,level_06,delayed_tail,last_value,0,0.0,0.0,1.109269142150879,0.8433666229248047,0.1879495102912187,0.2795349893858654,0.1814661736716516,0.3872640076066499,0.6127359923933501,4.733458995819092,10.034186363220217,2.932291984558105,0,0.4082382917404175,2.717209934966657
alibaba2018,alibaba2018,delayed_tail,12.0,level_12,delayed_tail,race_dlinear,4668,0.0233580861240625,1.0,0.3097312450408935,0.4145929217338562,0.450963998446241,0.8414044554228888,0.5180545515031554,0.1923468704255541,0.782159171110414,1.4424614906311035,7.630743980407715,0.4458791613578796,17,0.2670906484127044,1.159648407316386
alibaba2018,alibaba2018,delayed_tail,12.0,level_12,delayed_tail,dlinear,2334,0.0,0.0,0.3145168423652649,0.4228717386722564,0.2147750055883079,0.5789294984424487,0.284450824256055,0.1804157354401923,0.7753195577164367,1.3298369646072388,8.141529083251953,0.4389918148517608,17,0.2696618735790252,1.1663378222175513
alibaba2018,alibaba2018,delayed_tail,12.0,level_12,delayed_tail,patchtst,124184,0.0,0.0,0.3162350952625274,0.4132915735244751,0.8336620085174218,2.74226451292634,1.1794229278166313,0.2077088397898369,0.771510514690506,1.5323543548583984,7.371779918670654,0.4442769587039947,37,0.2753048241138458,1.1486725533431112
alibaba2018,alibaba2018,delayed_tail,12.0,level_12,delayed_tail,last_value,0,0.0,0.0,1.109269142150879,0.8433666229248047,0.2109689958160743,0.5702874899725429,0.2786288721836172,0.3872640076066499,0.6127359923933501,4.733458995819092,10.034186363220217,2.932291984558105,0,0.4082382917404175,2.717209934966657
alibaba2018,alibaba2018,delayed_tail,24.0,level_24,delayed_tail,patchtst,124184,0.0,0.0,0.3408598899841308,0.4272791147232055,0.9425015014130622,1.5610958915203794,1.021964349638438,0.237535860387913,0.73328938597867,1.8022871017456048,7.0034379959106445,0.4498399198055267,37,0.2753048241138458,1.2381181153700969
alibaba2018,alibaba2018,delayed_tail,24.0,level_24,delayed_tail,race_dlinear,4668,0.0349261239171028,1.0,0.3434465229511261,0.4415995478630066,0.5171279772184789,2.4162010027794167,0.7777976476063486,0.2010428102781263,0.7713099742524049,1.5603066682815552,7.905470848083496,0.4733606874942779,17,0.2670906484127044,1.285879999888419
alibaba2018,alibaba2018,delayed_tail,24.0,level_24,delayed_tail,dlinear,2334,0.0,0.0,0.3488475382328033,0.4495095908641815,0.2717339957598597,0.9536034514894708,0.3719824278960004,0.1873358100690088,0.7885368471612296,1.468757390975952,8.356616973876953,0.4827922582626343,17,0.2696618735790252,1.293647980720465
alibaba2018,alibaba2018,delayed_tail,24.0,level_24,delayed_tail,last_value,0,0.0,0.0,1.109269142150879,0.8433666229248047,0.2160239964723587,0.5989934419631021,0.3287938285211567,0.3872640076066499,0.6127359923933501,4.733458995819092,10.034186363220217,2.932291984558105,0,0.4082382917404175,2.717209934966657
alibaba2018,alibaba2018,noise,0.0,level_00,clean,race_dlinear,4668,0.0153236808255314,1.0,0.2670906484127044,0.378250777721405,0.4750139923999086,0.9099649294512344,0.5455821490613744,0.1831979787484316,0.7986537242524049,1.2956465482711792,7.22486400604248,0.4107328355312347,17,0.2670906484127044,1.0
alibaba2018,alibaba2018,noise,0.0,level_00,clean,dlinear,2334,0.0,0.0,0.2696618735790252,0.3836763501167297,0.2745640085777268,0.8174630012945271,0.3563513273547869,0.1733670045221664,0.8013898146695944,1.2294085025787354,7.513765811920166,0.4056036472320556,17,0.2696618735790252,1.0
alibaba2018,alibaba2018,noise,0.0,level_00,clean,patchtst,124184,0.0,0.0,0.2753048241138458,0.38452810049057,0.7650770130567253,1.1360674878233106,0.8395203003601637,0.1970940832810539,0.779533357512547,1.4110107421875,6.987593650817871,0.4246212542057037,37,0.2753048241138458,1.0
alibaba2018,alibaba2018,noise,0.0,level_00,clean,last_value,0,0.0,0.0,0.4082382917404175,0.4475463330745697,0.1377299922751262,0.4519789465120986,0.1934240506670903,0.2624416758155583,0.6927896114335006,1.969117760658264,7.443387031555176,0.4657059907913208,0,0.4082382917404175,1.0
alibaba2018,alibaba2018,noise,0.1,level_10,noisy,race_dlinear,4668,0.0184624623507261,1.0,0.2678766250610351,0.3805932104587555,0.4832289851037785,1.0197314375545827,0.6100956015870906,0.1851515121810957,0.8003393258573819,1.3196532726287842,7.168664932250977,0.4228933453559875,17,0.2670906484127044,1.0029427336861163
alibaba2018,alibaba2018,noise,0.1,level_10,noisy,dlinear,2334,0.0,0.0,0.2682574391365051,0.3806614279747009,0.2870335010811686,0.8813109554466789,0.4129122746235225,0.1776085777394395,0.8125898551861146,1.276606798171997,7.324098587036133,0.4217739403247833,17,0.2696618735790252,0.9947918687062429
alibaba2018,alibaba2018,noise,0.1,level_10,noisy,patchtst,124184,0.0,0.0,0.2783558368682861,0.3860354721546173,0.774826985434629,1.487353887932839,0.8992851246148348,0.2164264265736093,0.750202582601422,1.4228883981704712,6.939136981964111,0.4136047661304474,37,0.2753048241138458,1.0110823076357667
alibaba2018,alibaba2018,noise,0.1,level_10,noisy,last_value,0,0.0,0.0,0.4189346730709076,0.4614743888378143,0.124564001453109,0.1517489785328503,0.1347676981822587,0.2740689368987871,0.7037315225062736,2.043220281600952,7.5506486892700195,0.528779149055481,0,0.4082382917404175,1.0262013180706024
alibaba2018,alibaba2018,noise,0.2,level_20,noisy,race_dlinear,4668,0.0192177519202232,1.0,0.2691137194633484,0.3821013569831848,0.4261040012352168,0.5741374610806806,0.4523977520875633,0.1863890631534922,0.7972303364178168,1.324463963508606,7.18285608291626,0.4276972413063049,17,0.2670906484127044,1.0075744735454681
alibaba2018,alibaba2018,noise,0.2,level_20,noisy,dlinear,2334,0.0,0.0,0.2695796191692352,0.3833738267421722,0.2897139929700643,1.080197471310384,0.4726175728137605,0.1779459431200334,0.8104827510717273,1.2715020179748535,7.407281875610352,0.4407780170440674,17,0.2696618735790252,0.9996949720451827
alibaba2018,alibaba2018,noise,0.2,level_20,noisy,patchtst,124184,0.0,0.0,0.2774447202682495,0.3845630288124084,0.7568915170850232,1.0542629723204298,0.8001110305485781,0.2194794607381848,0.7472814721873693,1.439565896987915,6.855162620544434,0.4151472151279449,37,0.2753048241138458,1.0077728247635747
alibaba2018,alibaba2018,noise,0.2,level_20,noisy,last_value,0,0.0,0.0,0.4496178925037384,0.4888424277305603,0.1869894913397729,1.4507964006043013,0.3424022266699467,0.288865227023212,0.6887375509723965,2.234370231628418,7.781316757202148,0.6246583461761475,0,0.4082382917404175,1.1013613901501247
alibaba2018,alibaba2018,noise,0.4,level_40,noisy,race_dlinear,4668,0.0215541943907737,1.0,0.2739525139331817,0.3874269127845764,0.4924560053041205,1.3513594502001067,0.695299274957506,0.1898468540882475,0.7915151381482644,1.3452938795089722,7.22770357131958,0.4413489699363708,17,0.2670906484127044,1.0256911485342401
alibaba2018,alibaba2018,noise,0.4,level_40,noisy,dlinear,2334,0.0,0.0,0.2744410932064056,0.3887570202350616,0.2388080029049888,0.6406259417417459,0.3207557754649315,0.1817656053952321,0.8063216390892932,1.2980890274047852,7.438248157501221,0.4597708582878113,17,0.2696618735790252,1.0177230083138906
alibaba2018,alibaba2018,noise,0.4,level_40,noisy,patchtst,124184,0.0,0.0,0.2839522361755371,0.3964186012744903,1.044365490088239,2.645995499915444,1.425463575287722,0.1943494157779172,0.7817707516468005,1.2917091846466064,7.592554092407227,0.4322554767131805,37,0.2753048241138458,1.0314103179612841
alibaba2018,alibaba2018,noise,0.4,level_40,noisy,last_value,0,0.0,0.0,0.5709459185600281,0.5727558135986328,0.4178904928267002,1.021097494231071,0.4951567505486309,0.3194151734368465,0.6580952987766625,2.862714529037476,8.515756607055664,0.8462486267089844,0,0.4082382917404175,1.3985604244176828
