source,dataset,stress_family,level,level_label,stress,model,params,calibration_abs_bias,calibration_enabled,mse,mae,latency_p50_ms,latency_p95_ms,latency_mean_ms,capacity_under_rate,capacity_over_rate,capacity_mean_under,capacity_mean_over,capacity_cost,max_memory_mb,clean_mse,relative_mse,panel,policy,mse_raw,mae_raw,under_provision_rate,under_provision_area,over_provision_area,peak_miss_rate,severe_under_rate,p95_under_ratio,total_normalized_cost,pred_len,headroom,best_mse_model,mse_best,best_mae_model,mae_best,best_latency_model,latency_p95_ms_best,best_capacity_model,capacity_cost_best
alibaba2018,alibaba2018,missing_points,0.3,level_30,missing_points,patchtst,124184.0,0.0,0.0,0.2871730327606201,0.397790789604187,0.8301114867208526,2.465469979506452,1.0139823010831606,0.2163075726683396,0.7473468214136345,1.46340012550354,7.2045087814331055,0.4525007009506225,37.0,0.2753048241138458,1.0431093377494411,severity,,,,,,,,,,,,,,,,,,,,
alibaba2018,alibaba2018,missing_points,0.3,level_30,missing_points,last_value,0.0,0.0,0.0,0.6212767958641052,0.5672229528427124,0.1370399841107428,0.6080515056964941,0.2242689733975567,0.3002045430782099,0.6683387899937264,2.8138985633850098,8.215811729431152,1.2029407024383545,0.0,0.4082382917404175,1.5218484116603899,severity,,,,,,,,,,,,,,,,,,,,
alibaba2018,alibaba2018,missing_points,0.5,level_50,missing_points,patchtst,124184.0,0.0,0.0,0.2899422943592071,0.398109883069992,0.9505815105512738,1.732399960746988,1.0786427512357477,0.2003354049038059,0.7914330431827687,1.3540822267532349,7.56114912033081,0.4688471555709839,37.0,0.2753048241138458,1.0531682301335492,severity,,,,,,,,,,,,,,,,,,,,
alibaba2018,alibaba2018,missing_points,0.5,level_50,missing_points,race_dlinear,4668.0,0.031090235337615,1.0,0.2990930676460266,0.4155109524726867,0.4412385023897514,0.9346745442599058,0.5489139235578477,0.2015076066499372,0.7746848533563363,1.434898853302002,7.503432273864746,0.5436320900917053,17.0,0.2670906484127044,1.119818568802426,severity,,,,,,,,,,,,,,,,,,,,
alibaba2018,alibaba2018,missing_points,0.5,level_50,missing_points,dlinear,2334.0,0.0,0.0,0.2993050515651703,0.4173655807971954,0.225929485168308,1.2618945023859849,0.3981270507210865,0.1893403975846926,0.7893786268820577,1.3476723432540894,7.844595432281494,0.5608506202697754,17.0,0.2696618735790252,1.109927212151695,severity,,,,,,,,,,,,,,,,,,,,
alibaba2018,alibaba2018,missing_points,0.5,level_50,missing_points,last_value,0.0,0.0,0.0,0.7613121867179871,0.6461647152900696,0.1663145085331052,0.7636485024704597,0.2956276781333145,0.3249416758155583,0.6526063722030531,3.357800006866455,8.739028930664062,1.7016913890838623,0.0,0.4082382917404175,1.8648720664402427,severity,,,,,,,,,,,,,,,,,,,,
alibaba2018,alibaba2018,missing_points,0.7,level_70,missing_points,patchtst,124184.0,0.0,0.0,0.3160544037818908,0.4273431599140167,0.9590135014150292,1.6187090426683426,1.0546740006248,0.1999151276923881,0.7746293065140109,1.4283957481384275,7.80034589767456,0.4881035387516022,37.0,0.2753048241138458,1.1480162209260596,severity,,,,,,,,,,,,,,,,,,,,
alibaba2018,alibaba2018,missing_points,0.7,level_70,missing_points,race_dlinear,4668.0,0.0299537628889083,1.0,0.3201052844524383,0.4338070154190063,0.8298240136355162,2.4865989820682444,1.174867551162606,0.208290856336261,0.7694168888540359,1.5193485021591189,7.633386611938477,0.592779278755188,17.0,0.2670906484127044,1.1984893007478736,severity,,,,,,,,,,,,,,,,,,,,
alibaba2018,alibaba2018,missing_points,0.7,level_70,missing_points,dlinear,2334.0,0.0,0.0,0.3253284394741058,0.4418903887271881,0.2913185162469744,2.9874669300625087,0.8004982220882084,0.1903369732852363,0.7882725912275199,1.3870081901550293,8.193732261657715,0.6043764352798462,17.0,0.2696618735790252,1.2064309839439253,severity,,,,,,,,,,,,,,,,,,,,
alibaba2018,alibaba2018,missing_points,0.7,level_70,missing_points,last_value,0.0,0.0,0.0,0.8974429368972778,0.7237454652786255,0.1340400049230083,0.4152714944211764,0.2211279490438755,0.3500945930050188,0.6364132423672104,3.906116962432861,9.232807159423828,2.182715892791748,0.0,0.4082382917404175,2.19833110968416,severity,,,,,,,,,,,,,,,,,,,,
alibaba2018,alibaba2018,missing_variables,0.0,level_00,clean,race_dlinear,4668.0,0.0153236808255314,1.0,0.2670906484127044,0.378250777721405,0.5163790046935901,2.437852486036718,0.8512702741427347,0.1831979787484316,0.7986537242524049,1.2956465482711792,7.22486400604248,0.4107328355312347,17.0,0.2670906484127044,1.0,severity,,,,,,,,,,,,,,,,,,,,
alibaba2018,alibaba2018,missing_variables,0.0,level_00,clean,dlinear,2334.0,0.0,0.0,0.2696618735790252,0.3836763501167297,0.2770589926512912,1.3028183864662417,0.4701228222984355,0.1733670045221664,0.8013898146695944,1.2294085025787354,7.513765811920166,0.4056036472320556,17.0,0.2696618735790252,1.0,severity,,,,,,,,,,,,,,,,,,,,
alibaba2018,alibaba2018,missing_variables,0.0,level_00,clean,patchtst,124184.0,0.0,0.0,0.2753048241138458,0.38452810049057,0.8671135001350194,2.5011479898239486,1.0664619236194994,0.1970940832810539,0.779533357512547,1.4110107421875,6.987593650817871,0.4246212542057037,37.0,0.2753048241138458,1.0,severity,,,,,,,,,,,,,,,,,,,,
alibaba2018,alibaba2018,missing_variables,0.0,level_00,clean,last_value,0.0,0.0,0.0,0.4082382917404175,0.4475463330745697,0.2518699911888689,1.4229739594156836,0.4337122991273645,0.2624416758155583,0.6927896114335006,1.969117760658264,7.443387031555176,0.4657059907913208,0.0,0.4082382917404175,1.0,severity,,,,,,,,,,,,,,,,,,,,
alibaba2018,alibaba2018,missing_variables,0.1,level_10,missing_variables,patchtst,124184.0,0.0,0.0,0.3009186089038849,0.4076876938343048,0.9902169986162336,1.5428069571498777,1.0280924507242162,0.2214346279015056,0.737452540124425,1.4796839952468872,7.430696964263916,0.4764457941055298,37.0,0.2753048241138458,1.0930379076083574,severity,,,,,,,,,,,,,,,,,,,,
alibaba2018,alibaba2018,missing_variables,0.1,level_10,missing_variables,race_dlinear,4668.0,0.0675383955240249,1.0,0.3345676362514496,0.4307242631912231,0.5640489980578423,0.9526505033136344,0.6116321004810743,0.2114794901453366,0.7547766200073192,1.639390230178833,7.341786861419678,0.6162751317024231,17.0,0.2670906484127044,1.2526370288130821,severity,,,,,,,,,,,,,,,,,,,,
alibaba2018,alibaba2018,missing_variables,0.1,level_10,missing_variables,dlinear,2334.0,0.0,0.0,0.3427953124046325,0.4470645189285278,0.2174889959860593,0.6258849520236249,0.2855180515325628,0.1783576432455039,0.7885270447772899,1.3885782957077026,8.422225952148438,0.6254210472106934,17.0,0.2696618735790252,1.2712042227362754,severity,,,,,,,,,,,,,,,,,,,,
alibaba2018,alibaba2018,missing_variables,0.1,level_10,missing_variables,last_value,0.0,0.0,0.0,0.479672908782959,0.4882092773914337,0.2384190011071041,2.290231981896796,0.5955847271252424,0.2751663954673776,0.6844142912222919,2.251717329025269,7.714986801147461,0.7072504758834839,0.0,0.4082382917404175,1.174982647360194,severity,,,,,,,,,,,,,,,,,,,,
alibaba2018,alibaba2018,missing_variables,0.3,level_30,missing_variables,patchtst,124184.0,0.0,0.0,0.3485823571681976,0.4359491169452667,0.8385280088987201,1.817242399556561,0.9864422529062722,0.230367458699289,0.7643286347239648,1.78957200050354,7.15147876739502,0.5287187695503235,37.0,0.2753048241138458,1.2661687214897823,severity,,,,,,,,,,,,,,,,,,,,
alibaba2018,alibaba2018,missing_variables,0.3,level_30,missing_variables,race_dlinear,4668.0,0.1050777733325958,1.0,0.4483872950077057,0.51673823595047,0.4290834913263097,1.3824274108628725,0.6052797500160523,0.244527819165621,0.7289069034922626,2.128245115280152,7.897980213165283,0.8653669357299805,17.0,0.2670906484127044,1.678783205898188,severity,,,,,,,,,,,,,,,,,,,,
alibaba2018,alibaba2018,missing_variables,0.3,level_30,missing_variables,dlinear,2334.0,0.0,0.0,0.4640022814273834,0.5375764966011047,0.206299009732902,0.5127954966155803,0.2559639986429829,0.2023930886658302,0.7744977911961523,1.7348902225494385,9.350231170654297,0.9199910759925842,17.0,0.2696618735790252,1.7206818126308323,severity,,,,,,,,,,,,,,,,,,,,
alibaba2018,alibaba2018,missing_variables,0.3,level_30,missing_variables,last_value,0.0,0.0,0.0,0.6237648725509644,0.5692098736763,0.1871445128927007,0.1989664582652039,0.1698187043075449,0.3006464672208281,0.6682317806357173,2.815749168395996,8.248414039611816,1.219752550125122,0.0,0.4082382917404175,1.5279430792533095,severity,,,,,,,,,,,,,,,,,,,,
alibaba2018,alibaba2018,missing_variables,0.5,level_50,missing_variables,patchtst,124184.0,0.0,0.0,0.431866705417633,0.490805983543396,0.8111719944281504,2.476638951338828,1.0129259731911588,0.2557380704987453,0.7306860361773316,2.0693395137786865,7.875046730041504,0.670444130897522,37.0,0.2753048241138458,1.568685571739363,severity,,,,,,,,,,,,,,,,,,,,
alibaba2018,alibaba2018,missing_variables,0.5,level_50,missing_variables,race_dlinear,4668.0,0.1268380433320999,1.0,0.5662060379981995,0.5855520367622375,0.4787534999195486,1.1973274784395465,0.5902291501115542,0.2808382998745294,0.6995238492001254,2.7018964290618896,8.1812162399292,1.1017898321151731,17.0,0.2670906484127044,2.119902143197865,severity,,,,,,,,,,,,,,,,,,,,
alibaba2018,alibaba2018,missing_variables,0.5,level_50,missing_variables,dlinear,2334.0,0.0,0.0,0.5831165909767151,0.607745349407196,0.1635895168874412,0.2455779962474477,0.1794121773855295,0.2313060369615223,0.7536036013958595,2.165067434310913,9.855568885803224,1.218820095062256,17.0,0.2696618735790252,2.1623990934922843,severity,,,,,,,,,,,,,,,,,,,,
alibaba2018,alibaba2018,missing_variables,0.5,level_50,missing_variables,last_value,0.0,0.0,0.0,0.7617978453636169,0.6471326947212219,0.0794144871179014,0.0975524686509743,0.0886653768247924,0.3257401616739858,0.6521227879286909,3.3637614250183105,8.74639892578125,1.710789918899536,0.0,0.4082382917404175,1.8660617114477198,severity,,,,,,,,,,,,,,,,,,,,
alibaba2018,alibaba2018,delayed_tail,0.0,level_00,clean,race_dlinear,4668.0,0.0153236808255314,1.0,0.2670906484127044,0.378250777721405,0.4583985137287527,0.729480978043284,0.5434473998320755,0.1831979787484316,0.7986537242524049,1.2956465482711792,7.22486400604248,0.4107328355312347,17.0,0.2670906484127044,1.0,severity,,,,,,,,,,,,,,,,,,,,
alibaba2018,alibaba2018,delayed_tail,0.0,level_00,clean,dlinear,2334.0,0.0,0.0,0.2696618735790252,0.3836763501167297,0.2309745177626609,0.7211134769022459,0.3443876012170221,0.1733670045221664,0.8013898146695944,1.2294085025787354,7.513765811920166,0.4056036472320556,17.0,0.2696618735790252,1.0,severity,,,,,,,,,,,,,,,,,,,,
alibaba2018,alibaba2018,delayed_tail,0.0,level_00,clean,patchtst,124184.0,0.0,0.0,0.2753048241138458,0.38452810049057,0.8862370013957843,2.416695971623993,1.1015549018338788,0.1970940832810539,0.779533357512547,1.4110107421875,6.987593650817871,0.4246212542057037,37.0,0.2753048241138458,1.0,severity,,,,,,,,,,,,,,,,,,,,
alibaba2018,alibaba2018,delayed_tail,0.0,level_00,clean,last_value,0.0,0.0,0.0,0.4082382917404175,0.4475463330745697,0.1335200067842379,0.4392154674860647,0.184345126763219,0.2624416758155583,0.6927896114335006,1.969117760658264,7.443387031555176,0.4657059907913208,0.0,0.4082382917404175,1.0,severity,,,,,,,,,,,,,,,,,,,,
alibaba2018,alibaba2018,delayed_tail,6.0,level_06,delayed_tail,race_dlinear,4668.0,0.0213667806237936,1.0,0.292399913072586,0.4003724753856659,0.5205229972489178,2.7480224976898167,1.082226602738956,0.1889401335738184,0.7905675743674195,1.390233278274536,7.455832004547119,0.4349309504032135,17.0,0.2670906484127044,1.0947590820206259,severity,,,,,,,,,,,,,,,,,,,,
alibaba2018,alibaba2018,delayed_tail,6.0,level_06,delayed_tail,dlinear,2334.0,0.0,0.0,0.2955552637577057,0.4060421884059906,0.2280045009683817,0.4304169589886441,0.2671346788702067,0.1780713319479297,0.7840453131534922,1.295829176902771,7.866745471954346,0.422172874212265,17.0,0.2696618735790252,1.0960216950027692,severity,,,,,,,,,,,,,,,,,,,,
alibaba2018,alibaba2018,delayed_tail,6.0,level_06,delayed_tail,patchtst,124184.0,0.0,0.0,0.3036648035049438,0.4067858755588531,0.8335320017067716,1.529274952190462,0.9535779747238848,0.1986906465652446,0.7722934801076955,1.4551546573638916,7.499537467956543,0.4326681494712829,37.0,0.2753048241138458,1.103013012875395,severity,,,,,,,,,,,,,,,,,,,,
alibaba2018,alibaba2018,delayed_tail,6.0,level_06,delayed_tail,last_value,0.0,0.0,0.0,1.109269142150879,0.8433666229248047,0.1879495102912187,0.2795349893858654,0.1814661736716516,0.3872640076066499,0.6127359923933501,4.733458995819092,10.034186363220217,2.932291984558105,0.0,0.4082382917404175,2.717209934966657,severity,,,,,,,,,,,,,,,,,,,,
alibaba2018,alibaba2018,delayed_tail,12.0,level_12,delayed_tail,race_dlinear,4668.0,0.0233580861240625,1.0,0.3097312450408935,0.4145929217338562,0.450963998446241,0.8414044554228888,0.5180545515031554,0.1923468704255541,0.782159171110414,1.4424614906311035,7.630743980407715,0.4458791613578796,17.0,0.2670906484127044,1.159648407316386,severity,,,,,,,,,,,,,,,,,,,,
alibaba2018,alibaba2018,delayed_tail,12.0,level_12,delayed_tail,dlinear,2334.0,0.0,0.0,0.3145168423652649,0.4228717386722564,0.2147750055883079,0.5789294984424487,0.284450824256055,0.1804157354401923,0.7753195577164367,1.3298369646072388,8.141529083251953,0.4389918148517608,17.0,0.2696618735790252,1.1663378222175513,severity,,,,,,,,,,,,,,,,,,,,
alibaba2018,alibaba2018,delayed_tail,12.0,level_12,delayed_tail,patchtst,124184.0,0.0,0.0,0.3162350952625274,0.4132915735244751,0.8336620085174218,2.74226451292634,1.1794229278166313,0.2077088397898369,0.771510514690506,1.5323543548583984,7.371779918670654,0.4442769587039947,37.0,0.2753048241138458,1.1486725533431112,severity,,,,,,,,,,,,,,,,,,,,
alibaba2018,alibaba2018,delayed_tail,12.0,level_12,delayed_tail,last_value,0.0,0.0,0.0,1.109269142150879,0.8433666229248047,0.2109689958160743,0.5702874899725429,0.2786288721836172,0.3872640076066499,0.6127359923933501,4.733458995819092,10.034186363220217,2.932291984558105,0.0,0.4082382917404175,2.717209934966657,severity,,,,,,,,,,,,,,,,,,,,
alibaba2018,alibaba2018,delayed_tail,24.0,level_24,delayed_tail,patchtst,124184.0,0.0,0.0,0.3408598899841308,0.4272791147232055,0.9425015014130622,1.5610958915203794,1.021964349638438,0.237535860387913,0.73328938597867,1.8022871017456048,7.0034379959106445,0.4498399198055267,37.0,0.2753048241138458,1.2381181153700969,severity,,,,,,,,,,,,,,,,,,,,
alibaba2018,alibaba2018,delayed_tail,24.0,level_24,delayed_tail,race_dlinear,4668.0,0.0349261239171028,1.0,0.3434465229511261,0.4415995478630066,0.5171279772184789,2.4162010027794167,0.7777976476063486,0.2010428102781263,0.7713099742524049,1.5603066682815552,7.905470848083496,0.4733606874942779,17.0,0.2670906484127044,1.285879999888419,severity,,,,,,,,,,,,,,,,,,,,
alibaba2018,alibaba2018,delayed_tail,24.0,level_24,delayed_tail,dlinear,2334.0,0.0,0.0,0.3488475382328033,0.4495095908641815,0.2717339957598597,0.9536034514894708,0.3719824278960004,0.1873358100690088,0.7885368471612296,1.468757390975952,8.356616973876953,0.4827922582626343,17.0,0.2696618735790252,1.293647980720465,severity,,,,,,,,,,,,,,,,,,,,
alibaba2018,alibaba2018,delayed_tail,24.0,level_24,delayed_tail,last_value,0.0,0.0,0.0,1.109269142150879,0.8433666229248047,0.2160239964723587,0.5989934419631021,0.3287938285211567,0.3872640076066499,0.6127359923933501,4.733458995819092,10.034186363220217,2.932291984558105,0.0,0.4082382917404175,2.717209934966657,severity,,,,,,,,,,,,,,,,,,,,
alibaba2018,alibaba2018,noise,0.0,level_00,clean,race_dlinear,4668.0,0.0153236808255314,1.0,0.2670906484127044,0.378250777721405,0.4750139923999086,0.9099649294512344,0.5455821490613744,0.1831979787484316,0.7986537242524049,1.2956465482711792,7.22486400604248,0.4107328355312347,17.0,0.2670906484127044,1.0,severity,,,,,,,,,,,,,,,,,,,,
alibaba2018,alibaba2018,noise,0.0,level_00,clean,dlinear,2334.0,0.0,0.0,0.2696618735790252,0.3836763501167297,0.2745640085777268,0.8174630012945271,0.3563513273547869,0.1733670045221664,0.8013898146695944,1.2294085025787354,7.513765811920166,0.4056036472320556,17.0,0.2696618735790252,1.0,severity,,,,,,,,,,,,,,,,,,,,
alibaba2018,alibaba2018,noise,0.0,level_00,clean,patchtst,124184.0,0.0,0.0,0.2753048241138458,0.38452810049057,0.7650770130567253,1.1360674878233106,0.8395203003601637,0.1970940832810539,0.779533357512547,1.4110107421875,6.987593650817871,0.4246212542057037,37.0,0.2753048241138458,1.0,severity,,,,,,,,,,,,,,,,,,,,
alibaba2018,alibaba2018,noise,0.0,level_00,clean,last_value,0.0,0.0,0.0,0.4082382917404175,0.4475463330745697,0.1377299922751262,0.4519789465120986,0.1934240506670903,0.2624416758155583,0.6927896114335006,1.969117760658264,7.443387031555176,0.4657059907913208,0.0,0.4082382917404175,1.0,severity,,,,,,,,,,,,,,,,,,,,
alibaba2018,alibaba2018,noise,0.1,level_10,noisy,race_dlinear,4668.0,0.0184624623507261,1.0,0.2678766250610351,0.3805932104587555,0.4832289851037785,1.0197314375545827,0.6100956015870906,0.1851515121810957,0.8003393258573819,1.3196532726287842,7.168664932250977,0.4228933453559875,17.0,0.2670906484127044,1.0029427336861163,severity,,,,,,,,,,,,,,,,,,,,
alibaba2018,alibaba2018,noise,0.1,level_10,noisy,dlinear,2334.0,0.0,0.0,0.2682574391365051,0.3806614279747009,0.2870335010811686,0.8813109554466789,0.4129122746235225,0.1776085777394395,0.8125898551861146,1.276606798171997,7.324098587036133,0.4217739403247833,17.0,0.2696618735790252,0.9947918687062429,severity,,,,,,,,,,,,,,,,,,,,
alibaba2018,alibaba2018,noise,0.1,level_10,noisy,patchtst,124184.0,0.0,0.0,0.2783558368682861,0.3860354721546173,0.774826985434629,1.487353887932839,0.8992851246148348,0.2164264265736093,0.750202582601422,1.4228883981704712,6.939136981964111,0.4136047661304474,37.0,0.2753048241138458,1.0110823076357667,severity,,,,,,,,,,,,,,,,,,,,
alibaba2018,alibaba2018,noise,0.1,level_10,noisy,last_value,0.0,0.0,0.0,0.4189346730709076,0.4614743888378143,0.124564001453109,0.1517489785328503,0.1347676981822587,0.2740689368987871,0.7037315225062736,2.043220281600952,7.5506486892700195,0.528779149055481,0.0,0.4082382917404175,1.0262013180706024,severity,,,,,,,,,,,,,,,,,,,,
alibaba2018,alibaba2018,noise,0.2,level_20,noisy,race_dlinear,4668.0,0.0192177519202232,1.0,0.2691137194633484,0.3821013569831848,0.4261040012352168,0.5741374610806806,0.4523977520875633,0.1863890631534922,0.7972303364178168,1.324463963508606,7.18285608291626,0.4276972413063049,17.0,0.2670906484127044,1.0075744735454681,severity,,,,,,,,,,,,,,,,,,,,
alibaba2018,alibaba2018,noise,0.2,level_20,noisy,dlinear,2334.0,0.0,0.0,0.2695796191692352,0.3833738267421722,0.2897139929700643,1.080197471310384,0.4726175728137605,0.1779459431200334,0.8104827510717273,1.2715020179748535,7.407281875610352,0.4407780170440674,17.0,0.2696618735790252,0.9996949720451827,severity,,,,,,,,,,,,,,,,,,,,
alibaba2018,alibaba2018,noise,0.2,level_20,noisy,patchtst,124184.0,0.0,0.0,0.2774447202682495,0.3845630288124084,0.7568915170850232,1.0542629723204298,0.8001110305485781,0.2194794607381848,0.7472814721873693,1.439565896987915,6.855162620544434,0.4151472151279449,37.0,0.2753048241138458,1.0077728247635747,severity,,,,,,,,,,,,,,,,,,,,
alibaba2018,alibaba2018,noise,0.2,level_20,noisy,last_value,0.0,0.0,0.0,0.4496178925037384,0.4888424277305603,0.1869894913397729,1.4507964006043013,0.3424022266699467,0.288865227023212,0.6887375509723965,2.234370231628418,7.781316757202148,0.6246583461761475,0.0,0.4082382917404175,1.1013613901501247,severity,,,,,,,,,,,,,,,,,,,,
alibaba2018,alibaba2018,noise,0.4,level_40,noisy,race_dlinear,4668.0,0.0215541943907737,1.0,0.2739525139331817,0.3874269127845764,0.4924560053041205,1.3513594502001067,0.695299274957506,0.1898468540882475,0.7915151381482644,1.3452938795089722,7.22770357131958,0.4413489699363708,17.0,0.2670906484127044,1.0256911485342401,severity,,,,,,,,,,,,,,,,,,,,
alibaba2018,alibaba2018,noise,0.4,level_40,noisy,dlinear,2334.0,0.0,0.0,0.2744410932064056,0.3887570202350616,0.2388080029049888,0.6406259417417459,0.3207557754649315,0.1817656053952321,0.8063216390892932,1.2980890274047852,7.438248157501221,0.4597708582878113,17.0,0.2696618735790252,1.0177230083138906,severity,,,,,,,,,,,,,,,,,,,,
alibaba2018,alibaba2018,noise,0.4,level_40,noisy,patchtst,124184.0,0.0,0.0,0.2839522361755371,0.3964186012744903,1.044365490088239,2.645995499915444,1.425463575287722,0.1943494157779172,0.7817707516468005,1.2917091846466064,7.592554092407227,0.4322554767131805,37.0,0.2753048241138458,1.0314103179612841,severity,,,,,,,,,,,,,,,,,,,,
alibaba2018,alibaba2018,noise,0.4,level_40,noisy,last_value,0.0,0.0,0.0,0.5709459185600281,0.5727558135986328,0.4178904928267002,1.021097494231071,0.4951567505486309,0.3194151734368465,0.6580952987766625,2.862714529037476,8.515756607055664,0.8462486267089844,0.0,0.4082382917404175,1.3985604244176828,severity,,,,,,,,,,,,,,,,,,,,
salesforce_borg,salesforce_borg_256x2048,missing_points,0.0,level_00,clean,dlinear,2336.0,0.0,0.0,0.0249485243111848,0.0896223336458206,0.1412045094184577,0.1529614979517646,0.1429599498806055,0.1696678509905254,0.8303292050226099,0.014254136942327,0.2624088227748871,0.1541801989078521,17.0,0.0249485243111848,1.0,severity,,,,,,,,,,,,,,,,,,,,
salesforce_borg,salesforce_borg_256x2048,missing_points,0.0,level_00,clean,race_dlinear,4672.0,0.0213066767901182,1.0,0.025571309030056,0.088568776845932,0.3574194997781887,0.3705414856085554,0.3588572959415614,0.3798323441537468,0.6201588238856589,0.0181021634489297,0.2298744320869445,0.1436001509428024,18.0,0.025571309030056,1.0,severity,,,,,,,,,,,,,,,,,,,,
salesforce_borg,salesforce_borg_256x2048,missing_points,0.0,level_00,clean,patchtst,126232.0,0.0,0.0,0.027780232951045,0.0908003076910972,0.6235080072656274,0.6367349356878549,0.6253875770198647,0.2360787272555986,0.7639183287575366,0.0140253296121954,0.2895540297031402,0.160036563873291,37.0,0.027780232951045,1.0,severity,,,,,,,,,,,,,,,,,,,,
salesforce_borg,salesforce_borg_256x2048,missing_points,0.0,level_00,clean,last_value,0.0,0.0,0.0,0.0310068652033805,0.0856440886855125,0.0684694969095289,0.0716214985004626,0.0690042950736824,0.0866268134959087,0.9133647751130493,0.0174223836511373,0.2397524267435073,0.1348187029361724,0.0,0.0310068652033805,1.0,severity,,,,,,,,,,,,,,,,,,,,
salesforce_borg,salesforce_borg_256x2048,missing_points,0.1,level_10,missing_points,dlinear,2336.0,0.0,0.0,0.0307911448180675,0.11136095225811,0.133824985823594,0.1403055008267983,0.1349471269350033,0.2344090661337209,0.7655871487403101,0.0171655174344778,0.2770243883132934,0.1770088970661163,17.0,0.0249485243111848,1.234187017797416,severity,,,,,,,,,,,,,,,,,,,,
