dataset,proxy_slice,model,window_count,mse,mae,capacity_cost,capacity_under_rate,capacity_over_rate,latency_p50_ms,latency_p95_ms,latency_mean_ms,params,slice_kind
alibaba2018,high_level_shift_score,race_dlinear,1000,0.16464383900165558,0.2636722922325134,7.223496913909912,0.13516666666666666,0.722,0.5249500391073525,0.9203250141581507,0.5695099971489981,,matched_normal
alibaba2018,high_level_shift_score,patchtst,1000,0.29728007316589355,0.39874130487442017,0.46080315113067627,0.212375,0.787625,2.1856999956071377,4.352499972446818,2.9664299960131757,,natural_degraded
alibaba2018,high_level_shift_score,patchtst,1000,0.16767916083335876,0.2620725631713867,0.9254133105278015,0.20766666666666667,0.5007083333333333,2.1856999956071377,4.352499972446818,2.9664299960131757,,matched_normal
alibaba2018,tail_flatline_proxy,dlinear,1000,0.15633146464824677,0.27144595980644226,3.3080697059631348,0.09925,0.85525,0.1645500015001744,0.28281996201257903,0.22183250111993402,,natural_degraded
alibaba2018,tail_flatline_proxy,dlinear,1000,0.27777597308158875,0.4050608277320862,0.38115444779396057,0.170375,0.829625,0.1645500015001744,0.28281996201257903,0.22183250111993402,,matched_normal
alibaba2018,tail_flatline_proxy,race_dlinear,1000,0.17413781583309174,0.3067995309829712,3.6715478897094727,0.10575,0.82275,0.5249500391073525,0.9203250141581507,0.5695099971489981,,natural_degraded
alibaba2018,tail_flatline_proxy,race_dlinear,1000,0.2821814715862274,0.40575602650642395,0.38211798667907715,0.18395833333333333,0.8160416666666667,0.5249500391073525,0.9203250141581507,0.5695099971489981,,matched_normal
alibaba2018,tail_flatline_proxy,patchtst,1000,0.15780900418758392,0.24915072321891785,0.6172812581062317,0.18920833333333334,0.6677916666666667,2.1856999956071377,4.352499972446818,2.9664299960131757,,natural_degraded
alibaba2018,tail_flatline_proxy,patchtst,1000,0.2985454797744751,0.4176543056964874,0.39281344413757324,0.16533333333333333,0.8346666666666667,2.1856999956071377,4.352499972446818,2.9664299960131757,,matched_normal
salesforce_borg,all_test_windows,dlinear,20000,0.03337669000029564,0.11534279584884644,0.8443454504013062,0.10235625,0.89764375,0.13979998766444623,0.3135999810183419,0.161645001207944,,
salesforce_borg,all_test_windows,race_dlinear,20000,0.2795030474662781,0.34469491243362427,3.6918532848358154,0.07782083333333334,0.9221791666666667,0.6291000172495842,4.927079993649339,2.0693525002570823,,
salesforce_borg,all_test_windows,patchtst,20000,0.03793181851506233,0.12954577803611755,1.3928290605545044,0.12312291666666667,0.876875,2.2262500133365393,7.011519989464432,3.030392501386814,,
salesforce_borg,high_flatline_or_zero_channel,dlinear,1000,0.008333692327141762,0.060809772461652756,1.371505856513977,0.07983333333333334,0.9201666666666667,0.13979998766444623,0.3135999810183419,0.161645001207944,,natural_degraded
salesforce_borg,high_flatline_or_zero_channel,dlinear,1000,0.14612677693367004,0.2173418402671814,0.3179168701171875,0.20041666666666666,0.7995833333333333,0.13979998766444623,0.3135999810183419,0.161645001207944,,matched_normal
salesforce_borg,high_flatline_or_zero_channel,race_dlinear,1000,0.06060517951846123,0.23010115325450897,7.1079535484313965,0.008125,0.991875,0.6291000172495842,4.927079993649339,2.0693525002570823,,natural_degraded
salesforce_borg,high_flatline_or_zero_channel,race_dlinear,1000,1.3437321186065674,0.6928789019584656,1.1631804704666138,0.2654166666666667,0.7345833333333334,0.6291000172495842,4.927079993649339,2.0693525002570823,,matched_normal
salesforce_borg,high_flatline_or_zero_channel,patchtst,1000,0.013162354938685894,0.0867595449090004,2.4259369373321533,0.16895833333333332,0.8310416666666667,2.2262500133365393,7.011519989464432,3.030392501386814,,natural_degraded
salesforce_borg,high_flatline_or_zero_channel,patchtst,1000,0.1667940616607666,0.21674340963363647,0.32504186034202576,0.175,0.825,2.2262500133365393,7.011519989464432,3.030392501386814,,matched_normal
salesforce_borg,high_spike_score,dlinear,1000,0.029858890920877457,0.12737011909484863,0.7253848314285278,0.12779166666666666,0.8722083333333334,0.13979998766444623,0.3135999810183419,0.161645001207944,,natural_degraded
salesforce_borg,high_spike_score,dlinear,1000,0.033152978867292404,0.12042002379894257,0.8883517980575562,0.04875,0.95125,0.13979998766444623,0.3135999810183419,0.161645001207944,,matched_normal
salesforce_borg,high_spike_score,race_dlinear,1000,0.5252195596694946,0.46964770555496216,3.1103124618530273,0.12175,0.87825,0.6291000172495842,4.927079993649339,2.0693525002570823,,natural_degraded
salesforce_borg,high_spike_score,race_dlinear,1000,0.134175106883049,0.2984505891799927,3.064470052719116,0.05570833333333333,0.9442916666666666,0.6291000172495842,4.927079993649339,2.0693525002570823,,matched_normal
salesforce_borg,high_spike_score,patchtst,1000,0.031996097415685654,0.13526903092861176,1.0524791479110718,0.17641666666666667,0.8235833333333333,2.2262500133365393,7.011519989464432,3.030392501386814,,natural_degraded
salesforce_borg,high_spike_score,patchtst,1000,0.0363507941365242,0.1303572654724121,1.4339804649353027,0.10870833333333334,0.8912916666666667,2.2262500133365393,7.011519989464432,3.030392501386814,,matched_normal
salesforce_borg,high_level_shift_score,dlinear,1000,0.03207813948392868,0.13095048069953918,0.48257482051849365,0.13941666666666666,0.8605833333333334,0.13979998766444623,0.3135999810183419,0.161645001207944,,natural_degraded
salesforce_borg,high_level_shift_score,dlinear,1000,0.07187192142009735,0.16709530353546143,0.9589362144470215,0.27570833333333333,0.7242916666666667,0.13979998766444623,0.3135999810183419,0.161645001207944,,matched_normal
salesforce_borg,high_level_shift_score,race_dlinear,1000,0.37907400727272034,0.38971078395843506,2.6497955322265625,0.132375,0.867625,0.6291000172495842,4.927079993649339,2.0693525002570823,,natural_degraded
salesforce_borg,high_level_shift_score,race_dlinear,1000,0.5937519073486328,0.5079931020736694,4.923119068145752,0.146125,0.853875,0.6291000172495842,4.927079993649339,2.0693525002570823,,matched_normal
salesforce_borg,high_level_shift_score,patchtst,1000,0.03545519337058067,0.14171822369098663,0.74820476770401,0.12070833333333333,0.8792916666666667,2.2262500133365393,7.011519989464432,3.030392501386814,,natural_degraded
salesforce_borg,high_level_shift_score,patchtst,1000,0.08651220053434372,0.18045927584171295,1.3515205383300781,0.18229166666666666,0.8176666666666667,2.2262500133365393,7.011519989464432,3.030392501386814,,matched_normal
salesforce_borg,tail_flatline_proxy,dlinear,1000,0.016561688855290413,0.08489305526018143,0.9128297567367554,0.112375,0.887625,0.13979998766444623,0.3135999810183419,0.161645001207944,,natural_degraded
salesforce_borg,tail_flatline_proxy,dlinear,1000,0.158841073513031,0.22788618505001068,0.6082102656364441,0.26308333333333334,0.7369166666666667,0.13979998766444623,0.3135999810183419,0.161645001207944,,matched_normal
salesforce_borg,tail_flatline_proxy,race_dlinear,1000,0.09211104363203049,0.2734937071800232,5.256972789764404,0.011916666666666667,0.9880833333333333,0.6291000172495842,4.927079993649339,2.0693525002570823,,natural_degraded
salesforce_borg,tail_flatline_proxy,race_dlinear,1000,1.366929054260254,0.7336552143096924,1.9177532196044922,0.23479166666666668,0.7652083333333334,0.6291000172495842,4.927079993649339,2.0693525002570823,,matched_normal
salesforce_borg,tail_flatline_proxy,patchtst,1000,0.02017766796052456,0.10071923583745956,1.543675184249878,0.20075,0.79925,2.2262500133365393,7.011519989464432,3.030392501386814,,natural_degraded
salesforce_borg,tail_flatline_proxy,patchtst,1000,0.182089701294899,0.2299010455608368,0.5763437747955322,0.18458333333333332,0.8154166666666667,2.2262500133365393,7.011519989464432,3.030392501386814,,matched_normal
