source,dataset,stress,latency_budget_ms,objective,policy,selected_model,mse,mae,capacity_under_rate,capacity_over_rate,capacity_cost,latency_p95_ms,params,budget_feasible,route_model_count,mse_vs_dlinear,capacity_cost_vs_dlinear,latency_vs_dlinear,capacity_cost_vs_patchtst,latency_vs_patchtst,latency_constrained_regret,latency_constrained_regret_ratio,mse_oracle_gap,capacity_oracle_gap,policy_order,capacity_regret,mse_regret
alibaba2018,alibaba2018,burst,1.0,capacity,stressroute_v1,patchtst,0.3237220346927643,0.4194307625293731,0.2099360231074864,0.7620704105238394,0.4488498866558075,0.6238755129743367,124184.0,True,1,-0.2706236836162714,-0.2895047748926608,3.3941872798071127,0.0,0.0,0.0486476123332977,0.1215575609000518,0.0673183392244446,0.1215575609000518,2,0.1215575609000518,0.0673183392244446
alibaba2018,alibaba2018,burst,1.0,capacity,stressroute_v2,patchtst,0.3931919038295746,0.4922549426555633,0.2142674515108741,0.741681043496445,0.5873539447784424,0.6238755129743367,124184.0,True,3,-0.1141015077354866,-0.0702633873381113,3.3941872798071127,0.3085754552698467,0.0,0.1871516704559326,0.4676426958661241,0.2963619550648376,0.4676426958661241,3,0.4676426958661241,0.2963619550648376
alibaba2018,alibaba2018,burst,1.0,capacity,oracle,oracle,0.3033041059970855,0.4171625077724457,0.1924522460529067,0.7644601500418235,0.4002022743225097,0.6238755129743367,124184.0,True,3,-0.3166272052312696,-0.3665102444343868,3.3941872798071127,-0.1083828107783444,0.0,0.0,0.0,0.0,0.0,4,0.0,0.0
alibaba2018,alibaba2018,burst,nan,capacity,fixed_dlinear,dlinear,0.4438340365886688,0.535671055316925,0.1907650107172731,0.764497725846926,0.6317422986030579,0.1419774518581107,2334.0,True,1,0.0,0.0,0.0,0.4074689943889819,-0.7724266317470437,0.2315400242805481,0.5785574923893553,0.4633301291111885,0.5785574923893553,0,0.5785574923893553,0.4633301291111885
alibaba2018,alibaba2018,burst,nan,capacity,fixed_patchtst,patchtst,0.3237220346927643,0.4194307625293731,0.2099360231074864,0.7620704105238394,0.4488498866558075,0.6238755129743367,124184.0,True,1,-0.2706236836162714,-0.2895047748926608,3.3941872798071127,0.0,0.0,0.0486476123332977,0.1215575609000518,0.0673183392244446,0.1215575609000518,1,0.1215575609000518,0.0673183392244446
alibaba2018,alibaba2018,burst,nan,capacity,stressroute_v1,patchtst,0.3237220346927643,0.4194307625293731,0.2099360231074864,0.7620704105238394,0.4488498866558075,0.6238755129743367,124184.0,True,1,-0.2706236836162714,-0.2895047748926608,3.3941872798071127,0.0,0.0,0.0486476123332977,0.1215575609000518,0.0673183392244446,0.1215575609000518,2,0.1215575609000518,0.0673183392244446
alibaba2018,alibaba2018,burst,nan,capacity,stressroute_v2,patchtst,0.3925015330314636,0.4916076362133026,0.2142980839606859,0.7417860106911334,0.5863056182861328,0.6238755129743367,124184.0,True,3,-0.115656978342061,-0.071922808425836,3.3941872798071127,0.3062398715402389,0.0,0.186103343963623,0.4650232042750675,0.2940857880612904,0.4650232042750675,3,0.4650232042750675,0.2940857880612904
alibaba2018,alibaba2018,burst,nan,capacity,oracle,oracle,0.3033041059970855,0.4171625077724457,0.1924522460529067,0.7644601500418235,0.4002022743225097,0.6238755129743367,124184.0,True,3,-0.3166272052312696,-0.3665102444343868,3.3941872798071127,-0.1083828107783444,0.0,0.0,0.0,0.0,0.0,4,0.0,0.0
alibaba2018,alibaba2018,burst,0.2,mse,fixed_dlinear,dlinear,0.4438340365886688,0.535671055316925,0.1907650107172731,0.764497725846926,0.6317422986030579,0.1419774518581107,2334.0,True,1,0.0,0.0,0.0,0.4074689943889819,-0.7724266317470437,0.0,0.0,0.0,0.0,0,0.0,0.0
alibaba2018,alibaba2018,burst,0.2,mse,fixed_patchtst,patchtst,0.3237220346927643,0.4194307625293731,0.2099360231074864,0.7620704105238394,0.4488498866558075,0.6238755129743367,124184.0,False,1,-0.2706236836162714,-0.2895047748926608,3.3941872798071127,0.0,0.0,-0.1201120018959045,-0.2706236836162714,-0.2706236836162714,-0.2895047748926608,1,-0.2895047748926608,-0.2706236836162714
alibaba2018,alibaba2018,burst,0.2,mse,stressroute_v1,dlinear,0.4438340365886688,0.535671055316925,0.1907650107172731,0.764497725846926,0.6317422986030579,0.1419774518581107,2334.0,True,1,0.0,0.0,0.0,0.4074689943889819,-0.7724266317470437,0.0,0.0,0.0,0.0,2,0.0,0.0
alibaba2018,alibaba2018,burst,0.2,mse,stressroute_v2,dlinear,0.4438340365886688,0.535671055316925,0.1907650107172731,0.764497725846926,0.6317422986030579,0.1419774518581107,2334.0,True,1,0.0,0.0,0.0,0.4074689943889819,-0.7724266317470437,0.0,0.0,0.0,0.0,3,0.0,0.0
alibaba2018,alibaba2018,burst,0.2,mse,oracle,oracle,0.4438340365886688,0.535671055316925,0.1907650107172731,0.764497725846926,0.6317422986030579,0.1419774518581107,2334.0,True,1,0.0,0.0,0.0,0.4074689943889819,-0.7724266317470437,0.0,0.0,0.0,0.0,4,0.0,0.0
alibaba2018,alibaba2018,burst,0.5,mse,fixed_dlinear,dlinear,0.4438340365886688,0.535671055316925,0.1907650107172731,0.764497725846926,0.6317422986030579,0.1419774518581107,2334.0,True,1,0.0,0.0,0.0,0.4074689943889819,-0.7724266317470437,0.0804143548011779,0.2212713257731598,0.2212713257731598,0.0672115459552726,0,0.0672115459552726,0.2212713257731598
alibaba2018,alibaba2018,burst,0.5,mse,fixed_patchtst,patchtst,0.3237220346927643,0.4194307625293731,0.2099360231074864,0.7620704105238394,0.4488498866558075,0.6238755129743367,124184.0,False,1,-0.2706236836162714,-0.2895047748926608,3.3941872798071127,0.0,0.0,-0.0396976470947265,-0.1092336191025,-0.1092336191025,-0.241751292419357,1,-0.241751292419357,-0.1092336191025
alibaba2018,alibaba2018,burst,0.5,mse,stressroute_v1,race_dlinear,0.4016504287719726,0.5032124519348145,0.2319758665307403,0.7232721664575491,0.6306462287902832,0.3564464495866559,4668.0,True,1,-0.0950436522194682,-0.0017349951320314,1.5105849198003714,0.4050270425352318,-0.4286577335159515,0.0382307469844818,0.1051972386207668,0.1051972386207668,0.0653599391181925,2,0.0653599391181925,0.1051972386207668
alibaba2018,alibaba2018,burst,0.5,mse,stressroute_v2,dlinear,0.4355060756206512,0.529880166053772,0.1945658850899205,0.760695626176286,0.6300148367881775,0.3564464495866559,4668.0,True,2,-0.0187636825513129,-0.0027344406393243,1.5105849198003714,0.4036203539721357,-0.4286577335159515,0.0720863938331604,0.1983557783073312,0.1983557783073312,0.0642933193332564,3,0.0642933193332564,0.1983557783073312
alibaba2018,alibaba2018,burst,0.5,mse,oracle,oracle,0.3634196817874908,0.4760439991950989,0.2040897179527394,0.7511897643506901,0.5919560194015503,0.3564464495866559,4668.0,True,2,-0.1811811356768553,-0.0629786533044963,1.5105849198003714,0.3188284925545301,-0.4286577335159515,0.0,0.0,0.0,0.0,4,0.0,0.0
alibaba2018,alibaba2018,burst,1.0,mse,fixed_dlinear,dlinear,0.4438340365886688,0.535671055316925,0.1907650107172731,0.764497725846926,0.6317422986030579,0.1419774518581107,2334.0,True,1,0.0,0.0,0.0,0.4074689943889819,-0.7724266317470437,0.1741364002227783,0.6456726969105981,0.6456726969105981,0.5360364061809118,0,0.5360364061809118,0.6456726969105981
alibaba2018,alibaba2018,burst,1.0,mse,fixed_patchtst,patchtst,0.3237220346927643,0.4194307625293731,0.2099360231074864,0.7620704105238394,0.4488498866558075,0.6238755129743367,124184.0,True,1,-0.2706236836162714,-0.2895047748926608,3.3941872798071127,0.0,0.0,0.0540243983268737,0.2003146896459283,0.2003146896459283,0.0913465321825752,1,0.0913465321825752,0.2003146896459283
alibaba2018,alibaba2018,burst,1.0,mse,stressroute_v1,patchtst,0.3237220346927643,0.4194307625293731,0.2099360231074864,0.7620704105238394,0.4488498866558075,0.6238755129743367,124184.0,True,1,-0.2706236836162714,-0.2895047748926608,3.3941872798071127,0.0,0.0,0.0540243983268737,0.2003146896459283,0.2003146896459283,0.0913465321825752,2,0.0913465321825752,0.2003146896459283
alibaba2018,alibaba2018,burst,1.0,mse,stressroute_v2,patchtst,0.3320831954479217,0.4322725832462311,0.1857747804265997,0.7862316532047261,0.4542109072208404,0.6238755129743367,124184.0,True,3,-0.2517851988091534,-0.2810186871684613,3.3941872798071127,0.0119439053554756,0.0,0.0623855590820312,0.2313166697441674,0.2313166697441674,0.1043814718729905,3,0.1043814718729905,0.2313166697441674
alibaba2018,alibaba2018,burst,1.0,mse,oracle,oracle,0.2696976363658905,0.3819556832313537,0.18901691891468,0.7829895147166458,0.4112808108329773,0.6238755129743367,124184.0,True,3,-0.3923457550962058,-0.3489737639185736,3.3941872798071127,-0.0837007581816309,0.0,0.0,0.0,0.0,0.0,4,0.0,0.0
alibaba2018,alibaba2018,burst,nan,mse,fixed_dlinear,dlinear,0.4438340365886688,0.535671055316925,0.1907650107172731,0.764497725846926,0.6317422986030579,0.1419774518581107,2334.0,True,1,0.0,0.0,0.0,0.4074689943889819,-0.7724266317470437,0.1741364002227783,0.6456726969105981,0.6456726969105981,0.5360364061809118,0,0.5360364061809118,0.6456726969105981
alibaba2018,alibaba2018,burst,nan,mse,fixed_patchtst,patchtst,0.3237220346927643,0.4194307625293731,0.2099360231074864,0.7620704105238394,0.4488498866558075,0.6238755129743367,124184.0,True,1,-0.2706236836162714,-0.2895047748926608,3.3941872798071127,0.0,0.0,0.0540243983268737,0.2003146896459283,0.2003146896459283,0.0913465321825752,1,0.0913465321825752,0.2003146896459283
alibaba2018,alibaba2018,burst,nan,mse,stressroute_v1,patchtst,0.3237220346927643,0.4194307625293731,0.2099360231074864,0.7620704105238394,0.4488498866558075,0.6238755129743367,124184.0,True,1,-0.2706236836162714,-0.2895047748926608,3.3941872798071127,0.0,0.0,0.0540243983268737,0.2003146896459283,0.2003146896459283,0.0913465321825752,2,0.0913465321825752,0.2003146896459283
alibaba2018,alibaba2018,burst,nan,mse,stressroute_v2,patchtst,0.3316290974617004,0.4319509863853454,0.1858470730081556,0.7861593606231703,0.4539479315280914,0.6238755129743367,124184.0,True,3,-0.2528083244570004,-0.2814349576846679,3.3941872798071127,0.0113580175106366,0.0,0.0619314610958099,0.2296329397999967,0.2296329397999967,0.1037420652052775,3,0.1037420652052775,0.2296329397999967
alibaba2018,alibaba2018,burst,nan,mse,oracle,oracle,0.2696976363658905,0.3819556832313537,0.18901691891468,0.7829895147166458,0.4112808108329773,0.6238755129743367,124184.0,True,3,-0.3923457550962058,-0.3489737639185736,3.3941872798071127,-0.0837007581816309,0.0,0.0,0.0,0.0,0.0,4,0.0,0.0
alibaba2018,alibaba2018,clean,0.2,capacity,fixed_dlinear,dlinear,0.4091099500656128,0.5098111033439636,0.2214893578785027,0.7337419293705563,0.6291772723197937,0.1419774518581107,2334.0,True,1,0.0,0.0,0.0,0.3892131443417346,-0.7724266317470437,0.0,0.0,0.0,0.0,0,0.0,0.0
alibaba2018,alibaba2018,clean,0.2,capacity,fixed_patchtst,patchtst,0.3127894699573517,0.4097534120082855,0.2301268918601003,0.743171822720619,0.4529018998146057,0.6238755129743367,124184.0,False,1,-0.2354391040667998,-0.2801680547920237,3.3941872798071127,0.0,0.0,-0.176275372505188,-0.2801680547920237,-0.2354391040667998,-0.2801680547920237,1,-0.2801680547920237,-0.2354391040667998
alibaba2018,alibaba2018,clean,0.2,capacity,stressroute_v1,dlinear,0.4091099500656128,0.5098111033439636,0.2214893578785027,0.7337419293705563,0.6291772723197937,0.1419774518581107,2334.0,True,1,0.0,0.0,0.0,0.3892131443417346,-0.7724266317470437,0.0,0.0,0.0,0.0,2,0.0,0.0
alibaba2018,alibaba2018,clean,0.2,capacity,stressroute_v2,dlinear,0.4091099500656128,0.5098111033439636,0.2214893578785027,0.7337419293705563,0.6291772723197937,0.1419774518581107,2334.0,True,1,0.0,0.0,0.0,0.3892131443417346,-0.7724266317470437,0.0,0.0,0.0,0.0,3,0.0,0.0
alibaba2018,alibaba2018,clean,0.2,capacity,oracle,oracle,0.4091099500656128,0.5098111033439636,0.2214893578785027,0.7337419293705563,0.6291772723197937,0.1419774518581107,2334.0,True,1,0.0,0.0,0.0,0.3892131443417346,-0.7724266317470437,0.0,0.0,0.0,0.0,4,0.0,0.0
alibaba2018,alibaba2018,clean,0.5,capacity,fixed_dlinear,dlinear,0.4091099500656128,0.5098111033439636,0.2214893578785027,0.7337419293705563,0.6291772723197937,0.1419774518581107,2334.0,True,1,0.0,0.0,0.0,0.3892131443417346,-0.7724266317470437,0.0090173482894897,0.0145403595751361,0.0404136658272842,0.0145403595751361,0,0.0145403595751361,0.0404136658272842
alibaba2018,alibaba2018,clean,0.5,capacity,fixed_patchtst,patchtst,0.3127894699573517,0.4097534120082855,0.2301268918601003,0.743171822720619,0.4529018998146057,0.6238755129743367,124184.0,False,1,-0.2354391040667998,-0.2801680547920237,3.3941872798071127,0.0,0.0,-0.1672580242156982,-0.26970143947503,-0.2045403955139464,-0.26970143947503,1,-0.26970143947503,-0.2045403955139464
alibaba2018,alibaba2018,clean,0.5,capacity,stressroute_v1,race_dlinear,0.3886934518814087,0.4955793917179107,0.2266204974383103,0.7286103813780845,0.6239702701568604,0.3564464495866559,4668.0,True,1,-0.0499046727681145,-0.0082758904239102,1.5105849198003714,0.3777161685837066,-0.4286577335159515,0.0038103461265563,0.0061441347286578,-0.0115078377093008,0.0061441347286578,2,0.0061441347286578,-0.0115078377093008
alibaba2018,alibaba2018,clean,0.5,capacity,stressroute_v2,race_dlinear,0.4047425389289856,0.5058897733688354,0.2254221560016729,0.7298087228147219,0.627304196357727,0.3564464495866559,4668.0,True,2,-0.010675397007398,-0.0029770241940885,1.5105849198003714,0.3850774232002835,-0.4286577335159515,0.007144272327423,0.0115200483788017,0.0293068368926556,0.0115200483788017,3,0.0115200483788017,0.0293068368926556
alibaba2018,alibaba2018,clean,0.5,capacity,oracle,oracle,0.3932185471057892,0.4980486631393432,0.2230414020023003,0.7321898852467587,0.620159924030304,0.3564464495866559,4668.0,True,2,-0.0388438437082132,-0.0143319676126293,1.5105849198003714,0.36930298654999,-0.4286577335159515,0.0,0.0,0.0,0.0,4,0.0,0.0
alibaba2018,alibaba2018,clean,1.0,capacity,fixed_dlinear,dlinear,0.4091099500656128,0.5098111033439636,0.2214893578785027,0.7337419293705563,0.6291772723197937,0.1419774518581107,2334.0,True,1,0.0,0.0,0.0,0.3892131443417346,-0.7724266317470437,0.2163655459880828,0.5241264532641315,0.3015896373854829,0.5241264532641315,0,0.5241264532641315,0.3015896373854829
alibaba2018,alibaba2018,clean,1.0,capacity,fixed_patchtst,patchtst,0.3127894699573517,0.4097534120082855,0.2301268918601003,0.743171822720619,0.4529018998146057,0.6238755129743367,124184.0,True,1,-0.2354391040667998,-0.2801680547920237,3.3941872798071127,0.0,0.0,0.0400901734828949,0.0971149095960535,-0.004855460703186,0.0971149095960535,1,0.0971149095960535,-0.004855460703186
alibaba2018,alibaba2018,clean,1.0,capacity,stressroute_v1,patchtst,0.3127894699573517,0.4097534120082855,0.2301268918601003,0.743171822720619,0.4529018998146057,0.6238755129743367,124184.0,True,1,-0.2354391040667998,-0.2801680547920237,3.3941872798071127,0.0,0.0,0.0400901734828949,0.0971149095960535,-0.004855460703186,0.0971149095960535,2,0.0971149095960535,-0.004855460703186
alibaba2018,alibaba2018,clean,1.0,capacity,stressroute_v2,patchtst,0.3137328624725342,0.4106667041778564,0.2301861145964031,0.7431125999843162,0.4536976218223572,0.6238755129743367,124184.0,True,3,-0.2331331408042803,-0.2789033523897617,3.3941872798071127,0.0017569412009028,0.0,0.0408858954906463,0.0990424759828477,-0.001854042816499,0.0990424759828477,3,0.0990424759828477,-0.001854042816499
alibaba2018,alibaba2018,clean,1.0,capacity,oracle,oracle,0.3143156170845032,0.423233687877655,0.2110873947877457,0.7460565826275617,0.4128117263317108,0.6238755129743367,124184.0,True,3,-0.2317086958308067,-0.3438864617444575,3.3941872798071127,-0.0885184484748368,0.0,0.0,0.0,0.0,0.0,4,0.0,0.0
alibaba2018,alibaba2018,clean,nan,capacity,fixed_dlinear,dlinear,0.4091099500656128,0.5098111033439636,0.2214893578785027,0.7337419293705563,0.6291772723197937,0.1419774518581107,2334.0,True,1,0.0,0.0,0.0,0.3892131443417346,-0.7724266317470437,0.2163655459880828,0.5241264532641315,0.3015896373854829,0.5241264532641315,0,0.5241264532641315,0.3015896373854829
alibaba2018,alibaba2018,clean,nan,capacity,fixed_patchtst,patchtst,0.3127894699573517,0.4097534120082855,0.2301268918601003,0.743171822720619,0.4529018998146057,0.6238755129743367,124184.0,True,1,-0.2354391040667998,-0.2801680547920237,3.3941872798071127,0.0,0.0,0.0400901734828949,0.0971149095960535,-0.004855460703186,0.0971149095960535,1,0.0971149095960535,-0.004855460703186
alibaba2018,alibaba2018,clean,nan,capacity,stressroute_v1,patchtst,0.3127894699573517,0.4097534120082855,0.2301268918601003,0.743171822720619,0.4529018998146057,0.6238755129743367,124184.0,True,1,-0.2354391040667998,-0.2801680547920237,3.3941872798071127,0.0,0.0,0.0400901734828949,0.0971149095960535,-0.004855460703186,0.0971149095960535,2,0.0971149095960535,-0.004855460703186
alibaba2018,alibaba2018,clean,nan,capacity,stressroute_v2,patchtst,0.3138070404529571,0.4107045233249664,0.2302494216593475,0.7430492929213718,0.4537647664546966,0.6238755129743367,124184.0,True,3,-0.2329518252913942,-0.2787966342432338,3.3941872798071127,0.0019051954527992,0.0,0.0409530401229858,0.0992051279330142,-0.0016180444238292,0.0992051279330142,3,0.0992051279330142,-0.0016180444238292
alibaba2018,alibaba2018,clean,nan,capacity,oracle,oracle,0.3143156170845032,0.423233687877655,0.2110873947877457,0.7460565826275617,0.4128117263317108,0.6238755129743367,124184.0,True,3,-0.2317086958308067,-0.3438864617444575,3.3941872798071127,-0.0885184484748368,0.0,0.0,0.0,0.0,0.0,4,0.0,0.0
alibaba2018,alibaba2018,clean,0.2,mse,fixed_dlinear,dlinear,0.4091099500656128,0.5098111033439636,0.2214893578785027,0.7337419293705563,0.6291772723197937,0.1419774518581107,2334.0,True,1,0.0,0.0,0.0,0.3892131443417346,-0.7724266317470437,0.0,0.0,0.0,0.0,0,0.0,0.0
alibaba2018,alibaba2018,clean,0.2,mse,fixed_patchtst,patchtst,0.3127894699573517,0.4097534120082855,0.2301268918601003,0.743171822720619,0.4529018998146057,0.6238755129743367,124184.0,False,1,-0.2354391040667998,-0.2801680547920237,3.3941872798071127,0.0,0.0,-0.0963204801082611,-0.2354391040667998,-0.2354391040667998,-0.2801680547920237,1,-0.2801680547920237,-0.2354391040667998
alibaba2018,alibaba2018,clean,0.2,mse,stressroute_v1,dlinear,0.4091099500656128,0.5098111033439636,0.2214893578785027,0.7337419293705563,0.6291772723197937,0.1419774518581107,2334.0,True,1,0.0,0.0,0.0,0.3892131443417346,-0.7724266317470437,0.0,0.0,0.0,0.0,2,0.0,0.0
alibaba2018,alibaba2018,clean,0.2,mse,stressroute_v2,dlinear,0.4091099500656128,0.5098111033439636,0.2214893578785027,0.7337419293705563,0.6291772723197937,0.1419774518581107,2334.0,True,1,0.0,0.0,0.0,0.3892131443417346,-0.7724266317470437,0.0,0.0,0.0,0.0,3,0.0,0.0
alibaba2018,alibaba2018,clean,0.2,mse,oracle,oracle,0.4091099500656128,0.5098111033439636,0.2214893578785027,0.7337419293705563,0.6291772723197937,0.1419774518581107,2334.0,True,1,0.0,0.0,0.0,0.3892131443417346,-0.7724266317470437,0.0,0.0,0.0,0.0,4,0.0,0.0
alibaba2018,alibaba2018,clean,0.5,mse,fixed_dlinear,dlinear,0.4091099500656128,0.5098111033439636,0.2214893578785027,0.7337419293705563,0.6291772723197937,0.1419774518581107,2334.0,True,1,0.0,0.0,0.0,0.3892131443417346,-0.7724266317470437,0.0240269601345062,0.0623942390672846,0.0623942390672846,0.0139774587421939,0,0.0139774587421939,0.0623942390672846
alibaba2018,alibaba2018,clean,0.5,mse,fixed_patchtst,patchtst,0.3127894699573517,0.4097534120082855,0.2301268918601003,0.743171822720619,0.4529018998146057,0.6238755129743367,124184.0,False,1,-0.2354391040667998,-0.2801680547920237,3.3941872798071127,0.0,0.0,-0.0722935199737548,-0.1877349087444464,-0.1877349087444464,-0.270106633476566,1,-0.270106633476566,-0.1877349087444464
alibaba2018,alibaba2018,clean,0.5,mse,stressroute_v1,race_dlinear,0.3886934518814087,0.4955793917179107,0.2266204974383103,0.7286103813780845,0.6239702701568604,0.3564464495866559,4668.0,True,1,-0.0499046727681145,-0.0082758904239102,1.5105849198003714,0.3777161685837066,-0.4286577335159515,0.0036104619503021,0.0093758022159017,0.0093758022159017,0.0055858924013285,2,0.0055858924013285,0.0093758022159017
alibaba2018,alibaba2018,clean,0.5,mse,stressroute_v2,race_dlinear,0.3888361155986786,0.4956893026828766,0.2265935408824759,0.7286373379339188,0.6240910291671753,0.3564464495866559,4668.0,True,2,-0.0495559554679193,-0.0080839588084059,1.5105849198003714,0.37798280250678,-0.4286577335159515,0.003753125667572,0.0097462774666922,0.0097462774666922,0.0057805067330699,3,0.0057805067330699,0.0097462774666922
alibaba2018,alibaba2018,clean,0.5,mse,oracle,oracle,0.3850829899311065,0.4932102262973785,0.2227971592691342,0.7324341279799247,0.6205042004585266,0.3564464495866559,4668.0,True,2,-0.0587298356606892,-0.0137847825133435,1.5105849198003714,0.3700631432823057,-0.4286577335159515,0.0,0.0,0.0,0.0,4,0.0,0.0
alibaba2018,alibaba2018,clean,1.0,mse,fixed_dlinear,dlinear,0.4091099500656128,0.5098111033439636,0.2214893578785027,0.7337419293705563,0.6291772723197937,0.1419774518581107,2334.0,True,1,0.0,0.0,0.0,0.3892131443417346,-0.7724266317470437,0.1332888007164001,0.4832435838618212,0.4832435838618212,0.483732012591669,0,0.483732012591669,0.4832435838618212
alibaba2018,alibaba2018,clean,1.0,mse,fixed_patchtst,patchtst,0.3127894699573517,0.4097534120082855,0.2301268918601003,0.743171822720619,0.4529018998146057,0.6238755129743367,124184.0,True,1,-0.2354391040667998,-0.2801680547920237,3.3941872798071127,0.0,0.0,0.036968320608139,0.1340300433645646,0.1340300433645646,0.0680377007912066,1,0.0680377007912066,0.1340300433645646
alibaba2018,alibaba2018,clean,1.0,mse,stressroute_v1,patchtst,0.3127894699573517,0.4097534120082855,0.2301268918601003,0.743171822720619,0.4529018998146057,0.6238755129743367,124184.0,True,1,-0.2354391040667998,-0.2801680547920237,3.3941872798071127,0.0,0.0,0.036968320608139,0.1340300433645646,0.1340300433645646,0.0680377007912066,2,0.0680377007912066,0.1340300433645646
alibaba2018,alibaba2018,clean,1.0,mse,stressroute_v2,patchtst,0.3129265010356903,0.4133876860141754,0.2175083647009619,0.7557903498797575,0.4535688757896423,0.6238755129743367,124184.0,True,3,-0.2351041547987201,-0.2791079783964199,3.3941872798071127,0.0014726720627792,0.0,0.0371053516864776,0.1345268547173631,0.1345268547173631,0.0696105700751568,3,0.0696105700751568,0.1345268547173631
